PairID,Protocol/Results,PMCID,Link,Text,Data availability,Used full article
70,Protocol,PMC4919867,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4919867/,...All databases will be password-protected and only accessible to authorised personnel....,Not publicly available,No
70,Results,PMC8938762,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8938762/,...## Data sharing Anonymised participant data and a data dictionary will be made available by 12 months after publication. Data will be shared following a reasonable submitted request and approval by the corresponding author....,Not publicly available,No
71,Protocol,PMC3193523,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3193523/,,Not reported,No
71,Results,PMC4266388,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4266388/,,Not reported,No
72,Protocol,PMC6597746,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6597746/,...Only the investigators will have access to the final dataset....,Not publicly available,No
72,Results,PMC8539308,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8539308/,...## Data Availability Statement Data are available upon reasonable request. Proposals should be directed to the corresponding author....,Not publicly available,No
73,Protocol,PMC5765655,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5765655/,...Upon completion of trial data will be made available per the requirements of all registered clinical trials at clinicaltrials.gov. Program materials are provided as figures associated with this manuscript....,Not publicly available,No
73,Results,PMC7282578,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7282578/,,Not reported,No
74,Protocol,PMC4037747,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4037747/,,Not reported,No
74,Results,PMC7242434,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7242434/,"...### Source data Source Data(26K, xlsx)...## Data availability The full study protocol and the datasets, which includes all data fields reported in this study, are available, following manuscript publication, upon request from the corresponding author (Dr. Stephen Freedman, Stephen.Freedman@AlbertaHealthServices.ca), following the provision of ethics approval. The source data underlying Figs. 2 and 3a–c are provided as a Source Data file....",Not publicly available,No
75,Protocol,PMC5634880,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5634880/,,Not reported,No
75,Results,PMC9822771,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9822771/,"...## Data availability statement The raw data supporting the conclusion of this article will be made available by the authors, without undue reservation....",Not publicly available,No
76,Protocol,PMC4363354,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4363354/,,Not reported,No
76,Results,PMC5873374,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5873374/,,Not reported,No
77,Protocol,PMC4328054,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4328054/,,Not reported,No
77,Results,PMC8538243,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8538243/,"...## Data Availability Statement All data are considered confidential and treated according to Regulation 2016/679 of the European Parliament and Council of 27 April 2016 on Data Protection and Organic Law 3/2018, of 5 December, on the protection of personal data and guarantee of digital rights. Access is restricted to the research team by password. Data are available on reasonable request. The full dataset and statistical code are available from the corresponding (fmartin.tgn.ics@gencat.cat)....",Not publicly available,No
78,Protocol,PMC7931026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7931026/,...## Data Availability Statement Not applicable....,Not publicly available,No
78,Results,PMC9225274,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9225274/,...## Data Availability Statement The raw scores at reassessments are reported in the Supplementary Materials....,Publicly available,No
79,Protocol,PMC4074338,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4074338/,,Not reported,No
79,Results,PMC4919206,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4919206/,,Not reported,No
80,Protocol,PMC5838559,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5838559/,,Not reported,No
80,Results,PMC7654934,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7654934/,,Not reported,No
81,Protocol,PMC3039582,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3039582/,,Not reported,No
81,Results,PMC3636795,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3636795/,,Not reported,No
82,Protocol,PMC8053307,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8053307/,,Not reported,No
82,Results,PMC8747778,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8747778/,,Not reported,No
83,Protocol,PMC5422966,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5422966/,"...Data sharing is not applicable to this article, because no datasets were generated or analysed during the present study....",Not publicly available,No
83,Results,PMC8820776,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8820776/,"...Individual participant data that underlie the results reported in this article, after de-identification (text, tables, figures, and appendices), and study protocol, statistical analysis plan, and analytic code will be shared with investigators whose proposed use of the data has been approved by an independent review committee (“learned intermediary”) identified for this purpose, and after assuring that this data-sharing complies with ethical permissions. Data may be used for individual participant data meta-analysis. Data sharing proposals should be sent to the corresponding author....",Not publicly available,No
84,Protocol,PMC4617887,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4617887/,,Not reported,No
84,Results,PMC6613852,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6613852/,...## Data Sharing A data-sharing statement is provided with the online version of the article (http://links.lww.com/JBJSOA/A95).,Not publicly available,No
85,Protocol,PMC4738785,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4738785/,"...Behavioral surveys are collected at each assessment, and biological samples are collected at baseline and 30-month post-intervention only....To collect biological specimens, blood and urine samples are drawn from participants immediately after the behavioral survey is completed. To assess baseline prevalence of sexually transmitted infections (STIs), a subsample of 50 % of men that report ever having sex on their baseline survey are asked to provide a blood and urine specimen for HIV and STI tests. At the 30-month assessment, all men are asked to provide biological samples....### Availability of data and materials Data collected through this study and used in analyses will be made available as additional supporting files for main papers. At the conclusion of our main study analyses data will be made available upon request and in accordance with U.S. National Institute of Health regulations....",Not publicly available,No
85,Results,PMC7083321,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7083321/,"...Assessments were conducted at baseline, 12-months, and 30-months post- intervention launch, with biological samples drawn at baseline and 30-months to test for STIs....To assess the prevalence of STIs at baseline and during the 30-month follow- up, we collected and tested urine samples using Multiplex PCR to detect both Chlamydia trachomatis (CT) and Neisseria gonorrhoea (NG)....#### S3 Data (CSV)...## Data Availability All relevant data are within the manuscript and its Supporting Information files.",Publicly available,No
86,Protocol,PMC4660775,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4660775/,"...To ensure data security and confidentiality, the coded anonymous case report forms will be stored in a locked room to which only the assessors have access....",Not publicly available,No
86,Results,PMC8899208,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8899208/,"...## Data Availability Statement The raw data supporting the conclusions of this article will be made available by the authors, without undue reservation....",Not publicly available,No
87,Protocol,PMC4696142,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4696142/,"...A fasting blood sample is drawn according to standard procedures by a clinical research center phlebotomist....Staff at the clinical research center processes the blood samples according to standard procedures for storage. Briefly, a total of 30 ml of blood is collected in red top vacutainer tubes (without anticoagulant). Blood (approximately 15 ml) is allowed to clot for 20 min and subsequently centrifuged at 2500 rpm for 20 min to separate serum. Staff collects, aliquots serum, which is frozen at-80 °C until analysis....Each sample is assayed in duplicate and repeated if variability exceeds 15 %. We will monitor quality control of laboratory tests by ensuring internal positive and negative controls are within the parameters of the test kit for each assay and by evaluating for trends over time....",Not reported,No
87,Results,PMC5562172,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5562172/,,Not reported,No
88,Protocol,PMC5961554,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5961554/,"...Only the principal investigator, or those who have permission, will be able to access the data....All patient identifiable data will be kept confidential, even when the results of the trial are published and participant information will be stored in a secure file, and only the primary investigator (including those who have permission) and the monitor will have access to the data....",Not publicly available,No
88,Results,PMC8801800,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8801800/,"...## Data Availability Statement The raw data supporting the conclusion of this article will be made available by the authors, without undue reservation....",Not publicly available,No
89,Protocol,PMC3407514,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3407514/,,Not reported,No
89,Results,PMC5293604,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5293604/,,Not reported,No
90,Protocol,PMC5898565,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5898565/,"...A subset of patents will also have blood drawn at specific times as outlined in Fig. 3 and stored for future analysis of independent markers of corpora luteal function in the luteal phase and early pregnancy....#### 2.12.1. Independent corpora luteal function study...After the serum is collected it will be coded using the same subject identification codes as previously described. The code will consist of a 2 letter study abbreviation followed by a sequential 3 digit number....Coded samples will be stored at the Center for Advanced Reproductive Services at the University of Connecticut Health Center in a −80 °C freezer in a locked room only accessible to study personnel. For those subjects whose serum E2 is ≥ 4000 pg/mL the serum markers will be drawn in the luteal phase and early pregnancy in order to compare those markers with those subjects who receive low dose hCG....After the study has been completed, the study samples will be analyzed at the Clinical Research Center Core Lab at the University of Connecticut Health Center for prorenin, 17-OH P and hCG. After the analysis is complete, the samples will be properly discarded per University of Connecticut Health Center protocol....",Not reported,No
90,Results,PMC6347742,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6347742/,...### Availability of data and materials The datasets used and/or analyzed during the current study are available from the corresponding author on reasonable request....,Not publicly available,No
91,Protocol,PMC4683762,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4683762/,...Only investigators and authorised research personnel will have access to the database....,Not publicly available,No
91,Results,PMC9131673,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9131673/,"...This was collected by Associação Fundo de Incentivo à Pesquisa, a non-profit private institution that works with diagnostic medicine and research, previously chosen for this RCT and in partnership with UNIFESP....De-identified data are available for collaborative projects upon request and with appropriate Ethics approval. Requests for access to the data should be made to the corresponding author Phillipa Hay (p.hay@westernsydney.edu.au)....",Not publicly available,No
92,Protocol,PMC6503132,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6503132/,"...#### 2.6.6. Blood sample assessments Blood spot samples were obtained at baseline and at all visits for analysis of fatty acids. Samples of non-fasting capillary blood were collected on BHT/EDTA impregnated filter paper through the fingertip prick method. This uses a high flow 18 G safety lancet (Assure Haemolance Plus) which was made by Arkay Inc. (Edina, MN, USA). Samples were air–dried for 3 h at room temperature and stored in a closed sample container overnight during transportation. Samples were shipped to the NIH. Fatty acid compositions were analyzed as previously described [32]....Aker Biomarine Antarctic AS had no influence on the conduct of the study, will have no access to study data prior to analysis, and will have no influence on the interpretation of study results or preparation of the resulting manuscripts....",Not reported,No
92,Results,PMC8228047,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8228047/,"...Blood spot samples of non-fasting capillary blood were obtained on BHT/EDTA- impregnated filter paper by finger prick at baseline and at all visits for determination of participant study protocol compliance through analyses of fatty acids (experimental group) and oleic and palmitoleic acids (control group). A high flow 18G safety lancet (Assure Haemolance Plus, Arkay Inc., Edina, MN, USA) was used to obtain the samples, which were air dried for 3 h at room temperature, stored in containers under refrigeration and shipped to the US National Institutes of Health (NIH) where they were analyzed for fatty acid composition by the method of Lin et al. [30] in the laboratory of a co- investigator (JRH)....## Conflicts of Interest The authors state that they have no competing interests to report. Aker Biomarine Antarctic AS had no influence on the conduct of the study, had no access to study data prior to analysis, and had no influence on the interpretation of study results or preparation of this resulting manuscript....",Not reported,No
93,Protocol,PMC4966873,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4966873/,"...The intervention programs will be offered at Araba University Hospital and biological samples will be analyzed at Complutense University of Madrid....#### Biological variables To assess whether the treatment program is able to normalize any changes in the components of the ECS, peripheral blood mononuclear cells (10 ml of venous blood anticoagulated with ethylenediaminetetraacetic acid (EDTA)) are to be collected at baseline, at post-treatment and at 3 and 6 months and 1 year of follow-up. In peripheral blood mononuclear cells, the following elements of the endogenous cannabinoid system are to be measured: synthesis enzymes (NAPE- PLD, DAG-L), degrading enzymes (FAAH, MAG-L), and receptors (CB1 and CB2) by Western blot (protein) and reverse transcription-polymerase chain reaction (mRNA). Toxins in urine are assessed with an immunochromatographic test to detect drug metabolites at baseline, at sessions 4 and 8 of the psychological treatment, post-treatment, and at 3 and 6 months and 1 year of follow-up....",Not reported,No
93,Results,PMC9224093,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9224093/,"...Toxins in urine analysis were performed with an immunochromatographic test to detect qualitatively drug metabolites at baseline, at sessions 4 and 8 of the psychological treatment, at post- treatment, and at 3 and 6 months and 1 year of follow-up....## Data Availability Statement The data are contained within the article....",Publicly available,No
94,Protocol,PMC3146889,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3146889/,,Not reported,No
94,Results,PMC4010222,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4010222/,,Not reported,No
95,Protocol,PMC3155829,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3155829/,,Not reported,No
95,Results,PMC5023160,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5023160/,...## Data Availability All relevant data are within the paper.,Publicly available,No
96,Protocol,PMC4807574,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4807574/,,Not reported,No
96,Results,PMC6657860,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6657860/,...## Data Availability All relevant data are withing the paper and its Supporting Information files.,Publicly available,No
97,Protocol,PMC4827169,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4827169/,,Not reported,No
97,Results,PMC6296522,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6296522/,"...## Data Availability The data from our study contain potentially sensitive information. The data are available upon request, however, a data transfer agreement needs to be in place to cover the transfer of data sets to meet the Danish Act on Processing of Personal Data. Interested researchers may direct data queries to kd.uds@ksedecivres.",Not publicly available,No
98,Protocol,PMC3543344,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3543344/,,Not reported,No
98,Results,PMC5412730,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5412730/,,Not reported,No
99,Protocol,PMC3165063,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3165063/,,Not reported,No
99,Results,PMC6355152,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6355152/,,Not reported,No
100,Protocol,PMC3661346,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3661346/,,Not reported,No
100,Results,PMC6982403,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6982403/,,Not reported,No
