PairID,Protocol/Results,PMCID,Link,Text,Centers (select the best answer),Used full article,Notes
45,Results,PMC6503937,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6503937/,...1. The family must live in one of the three study compounds in Lusaka (i.e. cannot only be staying temporarily)....The US-based staff member maintained a computer- generated (via Microsoft Excel) 1:1 randomization sequence stratified by study compound and in blocks of 20 (i.e. each 20 assignments included 10 CETA and 10 TAU)....,Multiple ,No,
46,Protocol,PMC3476981,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3476981/,"...Prior to study commencement, informational meetings about the study were held for community members in each of the 3 sites that included time for individuals to ask questions and provide feedback [26,27]....No study staff based in Zambia had access to the list or knowledge of the randomization blocking (blocks of 20) or stratified (by site) design....",Multiple ,No,
46,Results,PMC4679993,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4679993/,...The Femoroacetabular Impingement Trial (FAIT) is an assessor-blinded multicentre superiority parallel two-arm RCT comparing physiotherapy and activity modification with arthroscopic surgery for the treatment of symptomatic FAI....Patients will be recruited from NHS clinics of at least three hospitals in England including teaching hospitals and district general hospitals....,Multiple ,No,
47,Protocol,PMC4127193,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4127193/,"...Consultant orthopaedic surgeons from seven National Health Service sites across England recruited participants: Oxford University Hospitals NHS Foundation Trust, Royal Berkshire NHS Foundation Trust, Harrogate and District NHS Foundation Trust, Cambridge University Hospital NHS Foundation Trust, Wye Valley NHS Trust, Great Western Hospital NHS Foundation Trust, and Weston Area Health NHS Trust....",Multiple ,No,
47,Results,PMC5506677,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5506677/,...* Single-centre....,Single,No,
48,Protocol,PMC5968465,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5968465/,"...The SIMPLE trial (The Effects of Empagliflozin on Myocardial Flow Reserve in Patients With Type 2 Diabetes Mellitus) was a single‐center, double‐blind, randomized clinical trial assessing the effect of empagliflozin on myocardial flow in high‐risk patients with type 2 diabetes mellitus....",Single,No,
48,Results,PMC9066809,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9066809/,"...Patients will be referred by the Ear, Nose and Throat (ENT) Department of the Antwerp University Hospital and will be randomized into group 1 (TRT + CBT) or group 2 (TRT + EMDR)....",Single,No,
49,Protocol,PMC6935101,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6935101/,"...This prospective, randomized, controlled clinical trial with blind evaluator was conducted at the University Hospital of Antwerp and the multidisciplinary private practice Hoorzorg Van Looveren in Borsbeek, Belgium....",Multiple ,No,
49,Results,PMC9171654,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9171654/,"...The NMS-Nab Study is performed at one clinical site, the Medical University of Innsbruck (MUI, Austria, urban and rural setting) which will be the sponsor of this trial....",Single,No,
50,Protocol,PMC3699393,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3699393/,"...This single‐center, phase II, placebo‐controlled, double‐blind, parallel‐group study used an enriched enrollment randomized withdrawal (EERW) design to assess the efficacy and safety of nabilone for NMS in patients with PD....",Single,No,
50,Results,PMC4115267,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4115267/,"...This trial is a multicenter, parallel group, blinded, phase III randomized controlled trial....The participating MS centers and their associated sonologic and angiographic units are accredited by the National Health System and approved by an accreditation commission appointed by the steering committee (SC) of the study....",Multiple ,No,
51,Protocol,PMC5584035,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5584035/,"...The Brave Dreams trial was a multicenter, randomized, double-blind, sham- controlled, parallel-group trial to evaluate the efficacy and safety of venous PTA in patients with MS and CCSVI in extracranial or extravertebral veins. The study was conducted at 6 MS centers in Italy and their associated color Doppler ultrasonography (ECD) and angiography units, all of which were accredited by the Italian National Health Service....",Multiple ,No,
51,Results,PMC9012360,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9012360/,"...Our eight study communities were randomized in a 1:1 allocation ratio to either the intervention or control arms of the study, and our study is designed on a superiority framework....",Multiple ,No,
52,Protocol,PMC5719477,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5719477/,"...Our study, the protocol of which has been published, was a cluster-randomized, pragmatic, parallel arm trial whereby women in intervention clusters had experienced study nurses bring contraceptives (condoms, pills, injection, implant) to postpartum mothers’ in their homes [6]....",Multiple ,No,
52,Results,PMC7164585,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7164585/,"...This practical, multicenter randomized trial compares an intervention group receiving a structured risk assessment and corresponding decision aid (CPC), to a control group receiving usual care [17]....After the pilot trial was completed and prior to beginning the multicenter trial, the decision aid underwent additional revisions based on input from the patient (MD) and caregiver (AL) representatives engaged in the trial and the investigative team in order to increase the clarity of the decision aid and improve patient comprehension....",Multiple ,No,
53,Protocol,PMC3720554,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3720554/,"...Patients and clinicians were enrolled from the emergency departments at six US sites (University of California Davis on the west coast, Mayo Clinic Rochester and Indiana University in central US, University of Pennsylvania and Thomas Jefferson University on the east coast, and Mayo Clinic Florida in the southeast). All of the sites, with the exception of Mayo Clinic Florida, had access to an emergency department observation unit in which protocols to provide care for patients with potential acute coronary syndrome existed as part of routine practice....",Multiple ,No,
53,Results,PMC4371624,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4371624/,"...The trial design is a randomised, assessor-blinded, multi-centre, clinical trial of the IMR program compared with treatment as usual in 200 participants diagnosed with schizophrenia or bipolar disorder under the care of two community mental health centres in the Capital Region of Denmark. From January 2011 to December 2013 IMR will be tested in two community mental health centres with the participation of 200 patients....Patients will be recruited from two community mental health centres in the Capital Region of Denmark: Frederiksberg-Vanløse and Ballerup-Egedal-Herlev, respectively....",Multiple ,No,
54,Protocol,PMC4248299,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4248299/,"...This study was a prospective, assessor-blinded, RCT performed in three community mental health centers (CMHCs) in the Capital Region of Denmark, which covers a population of approximately 1.8 million people....Patients were recruited from three CMHCs in the Capital Region of Denmark....",Multiple ,No,
54,Results,PMC6365841,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6365841/,"...The participants are outpatients at the psychiatric rehabilitation clinics in Tønsberg (Nordre Vestfold distriktspsykiatriske senter, NVDPS) and Larvik (Søndre Vestfold distriktspsykiatriske senter, SVDPS) in Vestfold County. The clinics are part of the Division of Mental Health and Addiction in Vestfold Hospital Trust, Norway. The outpatient clinics are catchment area-based and cover a total population of approximately 200,000 people....Supervision of participants in the two groups is carried out by the same personnel employed in the outpatient clinics and dedicated to the project throughout the data collection period....",Multiple ,No,
55,Protocol,PMC5134092,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5134092/,"...Participants were recruited from August 2014 through May 2017 from catchment- area-based and publicly funded outpatient psychiatric clinics in Vestfold County, Norway....The same personnel, which were employed in the outpatient clinics and dedicated to the project throughout the intervention period, carried out supervision of the participants in both groups....",Multiple ,No,
55,Results,PMC6714428,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6714428/,"...The trial took place at a University Hospital in Sweden. The Hospital has a catchment area with a population of 71 684 (December 2010) children and adolescents from 0-18 years [46]....Children from 3-16 years of age, who are newly diagnosed with type 1 diabetes at the University Hospital, without any other difficult chronic illnesses or siblings with type 1 diabetes, living in a Swedish speaking home and not in custody of social care, were candidates for inclusion in the study....",Single,No,
56,Protocol,PMC5654192,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5654192/,"...The study took place from 1 March 2008 up to the end of August 2011 at the Skåne University Hospital, division of paediatrics at the Children’s Hospital in Lund, Sweden....",Single,No,
56,Results,PMC7787382,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7787382/,"...Study involves eight sites in two administrative Divisions of Kampala (Makindye and Rubaga), that have not been previously exposed to SASA! intervention activities....As described previously, the comparison groups comprise four intervention communities (receiving the full intervention) and four control communities (receiving only Division level elements of the intervention) (Figure 3)....While some SASA! components occur at Division-level, the majority of intervention activities are implemented in more circumscribed communities or sites....Eight eligible sites, each comprising one or two parishes, were identified for the study....",Multiple ,No,
57,Protocol,PMC6887087,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6887087/,"...Initially, eight CAs per parish were recruited (forming the basis of our sampling frame as discussed below), though no limits were set on how many others became involved during the natural course of intervention implementation....Briefly, eight ‘sites’ eligible for delivery of the intervention (each comprising one or two administrative Parishes) were identified on the basis of operational and programmatic considerations....",Multiple ,No,
57,Results,PMC8475664,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8475664/,...SLATE II will be conducted in the same three public sector clinics in Gauteng Province of South Africa as was done in SLATE I....,Multiple ,No,
58,Protocol,PMC6327461,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6327461/,"...SLATE II was a nonblinded, 1:1 individually randomized pragmatic trial at three primary healthcare clinics in Johannesburg, South Africa....The study teams at each site consisted of two study assistants and one nurse practitioner....Potentially eligible study participants were informed about the study at visit registration or after a positive HIV test at one of the participating study sites and screened by a study assistant to confirm study eligibility....The randomization sequence was generated by a computerized random number generator, and block randomization in blocks of six was implemented by the study PI and assigned to study sites in complete blocks of six to maintain the integrity of the randomization sequence....",Multiple ,No,
58,Results,PMC7511540,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7511540/,"...This research will take place (November 2009-June 2012) in two hospitals situated in the area of Attica, Greece namely through the Peripheral General Maternity Hospital 'Elena Venizelos' (137/04-10-07) and the Maternity Unit of the 'Attikon' University Hospital within Athens (287/30-07-09)....",Multiple ,No,
59,Protocol,PMC6647387,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6647387/,"...The M-SCOPE study was a two-group, single blind, parallel randomized controlled trial (RCT) that compared a high intensity intervention to a low intensity control group among pregnant women recruited from two hospitals in Athens, Greece....",Multiple ,No,
59,Results,PMC7540547,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7540547/,...Primary health care is delivered through eight primary health care centres staffed by health officers and general nurses....,Multiple ,No,
60,Protocol,PMC3567958,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3567958/,...Randomisation units were subdistricts of Sodo district. We identified 54 available subdistricts after subtracting the four pilot subdistricts.10...,Multiple ,No,
60,Results,PMC5833494,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5833494/,"...One thousand six hundred sedentary older adults are being recruited at eight field centers which include the following: University of Florida, Gainesville, Florida; Northwestern University, Chicago, Illinois; Pennington Biomedical Research Center, Baton Rouge, Louisiana; University of Pittsburgh, Pittsburgh, Pennsylvania; Stanford University, Stanford, California; Tufts University, Boston, Massachusetts; Wake Forest University, Winston-Salem, North Carolina; and Yale University, New Haven, Connecticut....",Multiple ,No,
61,Protocol,PMC6869182,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6869182/,"...The LIFE study was a multicenter, single-blinded, parallel randomized trial conducted at 8 field centers across the U.S. (University of Florida, Gainesville and Jacksonville, Florida; Northwestern University, Chicago, Illinois; Pennington Biomedical Research Center, Baton h21-Rouge, Louisiana; University of Pittsburgh, Pittsburgh, Pennsylvania; Stanford University, Stanford, California; Tufts University, Boston, Massachusetts; Wake Forest School of Medicine, Winston-Salem, North Carolina; and Yale University, New Haven, Connecticut) between February 2010 and December 2013....",Multiple ,No,
61,Results,PMC7439552,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7439552/,"...Stable subjects will be recruited from outpatients with COPD or asthma who demonstrate positive response during bronchodilator response testing in the pulmonary function test lab, People’s Liberation Army General Hospital, Beijing, China....",Single,No,
62,Protocol,PMC4031497,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4031497/,"...This is a single-center, single-blinded, repeated measures, randomized exploratory controlled study with parallel 1:1 allocation in which the research and care teams, including the physicians, know which patients are receiving the integrated medical care or usual medical care [21]....",Single,No,
62,Results,PMC5152707,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5152707/,"...This was a single-blinded, single-center, repeated-measures, randomized controlled trial....",Single,No,
63,Protocol,PMC3179718,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3179718/,"...This a randomized, placebo-controlled, double-blind, five-center, ED-based trial....",Multiple ,No,
63,Results,PMC6371462,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6371462/,"...The protocol was approved by the research ethics boards at each of the six participating Canadian tertiary care pediatric centers located in Calgary (Conjoint Health Research Ethics Board), London (Western University Health Sciences Research Ethics Board), Toronto (SickKids Research Ethics Board), Ottawa (Children’s Hospital of Eastern Ontario Research Ethics Board), Montreal (Comité d'éthique de la recherche du CHU Sainte-Justine) and Halifax (IWK Research Ethics Board), in Canada; the caregivers of all participants provided written informed consent....",Multiple ,No,
64,Protocol,PMC4672547,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4672547/,"...This study is designed as a randomized, placebo-controlled, double-blind, parallel-group, multi-center study in three tertiary academic medical centers of China to evaluate the safety and efficacy of QSG....",Multiple ,No,
64,Results,PMC7457274,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7457274/,"...CHF patients from three hospitals (China-Japan Friendship Hospital, Hubei Provincial Hospital of Traditional Chinese Medicine, and The First Affiliated Hospital of Beijing University of Traditional Chinese Medicine) were screened following eligibility and exclusion criteria....",Multiple ,No,
65,Protocol,PMC3263442,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3263442/,"...This study is a multisite randomised controlled trial assessing the effectiveness of the Hand in Hand couple intervention (Figure 1)....Participants were recruited at three Danish breast surgery departments: Ringsted Hospital (Centre 1), Odense University Hospital (Centre 2) from October 2011 to December 2012 and Herlev University Hospital (Centre 3) from April 2012 to January 2013....",Multiple ,No,
65,Results,PMC4947351,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4947351/,"...The HiH study is a multicentre RCT of 198 couples coping with newly diagnosed primary BC....Enrolment was conducted at 3 Danish breast surgery departments from October 2011 to December 2012 for centres 1* and 2,† and April 2012 to January 2013 for centre 3.‡ Consenting patients received additional information about the project by phone....",Multiple ,No,
66,Protocol,PMC3503643,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3503643/,"...The first phase is the RESET study (FIS-2011, PI11/01962), a randomized, controlled, multicentre clinical trial involving current smokers aged 35 to 70 years with no history of respiratory disease....",Multiple ,No,
66,Results,PMC4243194,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4243194/,"...The study population was recruited from patients who visited primary health- care centres of Catalan Institute of Health (ICS, for its Spanish acronym) in the Tarragona district of Catalonia (Spain)....",Unclear,No,
67,Protocol,PMC5337660,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5337660/,...Eligible subjects were recruited from the Bergen municipality (Norway) through written and verbal advertisement....,Single,No,
67,Results,PMC7592285,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7592285/,...The subjects for the trial were recruited from the municipality of Bergen in Norway via written and verbal advertisement to the university outpatient clinic....,Single,No,
68,Protocol,PMC6180640,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6180640/,"...After a participant is deemed eligible over the telephone, they are scheduled for a first appointment at the University of Maryland, College Park....",Single,No,
68,Results,PMC7451542,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7451542/,"...EVAPORATE is a randomized, double‐blind, placebo‐controlled trial being conducted at 2 centers in the United States....",Multiple ,No,
69,Protocol,PMC3260439,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3260439/,"...Briefly, EVAPORATE was a multi-centre, randomized, double‐blind, placebo‐controlled trial that evaluated the effect of IPE 4 g/day on coronary plaque progression determined by CCTA compared with mineral oil placebo. Consistent with the trial design, 80 patients were enrolled at three different centres (Harbor-UCLA, Lundquist Institute, and Intermountain Health Care)....",Multiple ,No,
69,Results,PMC7846038,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7846038/,"...This is a single-centre prospective, randomised, double-blind, placebo- controlled trial of 120 subjects with stage 3 CKD (defined as an estimated GFR 30-59 ml/min/1.73 m2) established on conventional treatment with an angiotensin converting enzyme inhibitor or angiotensin receptor blocker for at least 3 months before enrolment....",Single,No,
70,Protocol,PMC4919867,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4919867/,"...The study was a single-center, prospective, double-blind, randomized, placebo-controlled trial....",Single,No,
70,Results,PMC8938762,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8938762/,"...AviMild is a phase III randomised double-blinded placebo-controlled parallel- group multicenter clinical trial to evaluate favipiravir’s safety and efficacy in adults diagnosed with mild COVID-19. The trial involves patients from community settings from different cities in Saudi Arabia with King Abdullah International Medical Research Center (KAIMRC) as the sponsor....Presently there are seven centres, including the sponsor site....We acknowledge principal investigators for all sites (alphabetical order): Ali Tolba, Hanan Turkistany, Mohannad Bahlaq, Saad Alshahrani, Sanaa Al Rehily, Zied Ghaifer Ali....",Multiple ,No,
71,Protocol,PMC3193523,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3193523/,"...To evaluate the safety and efficacy of favipiravir monotherapy in treating mild COVID-19, we conducted a multicentre placebo-controlled randomized trial in Saudi Arabia (Avi-Mild-19)....The trial enrolled patients from seven community medical centres and ambulatory care centres in Saudi Arabia....The randomization schedule was generated using the PLAN Procedure (SAS) with a block size of four, stratified by study site....",Multiple ,No,
71,Results,PMC4266388,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4266388/,"...This study is a randomised, controlled, parallel-group, open-label, multi- centre trial....At the moment, two hospitals participate in the study, but more centres may be added. A list of study sites can be obtained from the corresponding author....",Multiple ,No,
72,Protocol,PMC6597746,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6597746/,"...A randomized, controlled, open-label, multicenter, superiority trial was performed. Participants were recruited at 5 regional and 1 university hospital in Sweden....",Multiple ,No,
72,Results,PMC8539308,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8539308/,...The study will be carried out from 2009–2026 (inclusion period 2009–2016) at the Orthopaedic Department of Danderyd Hospital in collaboration with the Karolinska Institute....,Unclear,No,
73,Protocol,PMC5765655,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5765655/,"...This single-center, single-blinded, prospective RCT followed the guidelines of good clinical practice and the CONSORT (Consolidated Standards of Reporting Trials) statement12 and was performed between 2009 and 2018 (inclusion period, September 2009 to April 2016) at the Orthopaedic Department, Danderyd Hospital, Stockholm, Sweden....All patients with a displaced femoral neck fracture who were admitted to Danderyd Hospital were screened for participation in the study....Investigation performed at the Department of Orthopaedics at Danderyd Hospital, Stockholm, Sweden...",Single,No,
73,Results,PMC7282578,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7282578/,...Our study takes place in four wards within Kinondoni District....,Multiple ,No,
74,Protocol,PMC4037747,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4037747/,"...We conducted a cluster-randomized trial among 60 camp-based social networks within four wards of Kinondoni Municipality in Dar es Salaam, Tanzania....",Multiple ,No,
74,Results,PMC7242434,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7242434/,"...The trial is designed as a multicenter, randomized, placebo-controlled, two- group, parallel, double-blind superiority trial of 34 participants with an allocation ratio of 1:1....Adult participants of all genders will be recruited from the waiting list of patients referred to the departments of Oral and Maxillofacial Surgery of the Academic Medical Center of the University of Amsterdam (AMC), the Netherlands, and the department of Oral and Maxillofacial Surgery of the Spaarne Gasthuis Hospital in Haarlem, the Netherlands, by their dentists....",Multiple ,No,
75,Protocol,PMC5634880,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5634880/,"...Potential participants were recruited via referrals to the department of OMFS of the Amsterdam University Medical Center—location Academic Medical Center, Amsterdam, the Netherlands....",Single,No,
75,Results,PMC9822771,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9822771/,...The study is based in eight Chicago Park District facilities located within communities that are predominantly African-American....,Multiple ,No,
76,Protocol,PMC4363354,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4363354/,"...Recruitment involved direct contact by letter and phone using hospital cancer registry contact information from three Chicago-area academic cancer centers and community-based efforts, including referrals from oncologists, flyers, social media, and presentations....",Multiple ,No,
76,Results,PMC5873374,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5873374/,"...We planned a phase II, multicentre, dose-finding, double-blind, randomised placebo-controlled trial of two different doses of GHX02 compared with placebo....This study is a phase II, multicentre, dose-finding, double-blind, randomised placebo-controlled trial to evaluate the efficacy and safety of two different doses of GHX02, compared with placebo, for acute bronchitis. The trial will be conducted at three university-affiliated hospitals, including the Dunsan Korean Medicine Hospital, Daejeon University; the Kyung Hee University Korean Medicine Hospital and the Pusan National University Korean Medicine Hospital....",Multiple ,No,
77,Protocol,PMC4328054,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4328054/,"...Therefore, we planned a phase II, randomized, double-blind, placebo-controlled, multicenter trial to determine the efficacy and safety of GHX02 compared with placebo, and find a suitable dosage of GHX02 for the treatment of bronchitis....The study protocol was approved by the Institutional Review Board (IRB) at each center (IRB number: DJDSKH-17-DR-14 at Daejeon Korean Medicine Hospital, KOMCIRB 2018-10-007-001 at Kyung Hee University Korean Medicine Hospital, and 2018010 at Pusan National University Korean Medicine Hospital)....This study was a phase II, randomized, double-blind, placebo-controlled, multicenter, and dose-finding trial to investigate the efficacy and safety of two different doses of GHX02 compared to placebo. The participants were recruited from three university-affiliated hospitals, including Daejeon Korean Medicine Hospital, Daejeon University, Kyung Hee University Korean Medicine Hospital, and Pusan National University Korean Medicine Hospital....",Multiple ,No,
77,Results,PMC8538243,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8538243/,"...The study will be implemented with the aid of the two community based partners, the Yakima Valley Farm Workers’ Clinic (YVFWC) which operates a network of 13 federally qualified health center clinics in Eastern Washington specializing in the delivery of primary care services to low-income Latinos; and the Breast, Cervical, and Colon Health Program of the Yakima District (BCCHP), a federally funded aid program, administered through the Washington State Department of Health, which provides assistance and resources for women to undergo Pap tests, and for women who receive a diagnosis of an abnormal Pap test....",Multiple ,No,
78,Protocol,PMC7931026,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7931026/,"...Eligible women who were out of adherence with cervical cancer screening (> 3 years since last Pap test), were identified using medical record review by a local federally qualified health center....",Multiple ,No,
78,Results,PMC9225274,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9225274/,...This study is a single center prospective randomized double-blind clinical trial involving patients at high risk of OHSS development undergoing COH using GnRH antagonist cycles....,Single,No,
79,Protocol,PMC4074338,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4074338/,...This study was a single university-affiliated center prospective randomized double-blind placebo controlled trial....,Single,No,
79,Results,PMC4919206,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4919206/,"...Assessments and therapy will be conducted in the Eating Disorders Programme (PROATA) clinic in the Department of Psychiatry of the Federal University of São Paulo (UNIFESP), Brazil....",Single,No,
80,Protocol,PMC5838559,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5838559/,"...This single blind, two-arm RCT, was conducted at the Eating Disorders Program (PROATA)/Department of Psychiatry of the Universidade Federal de São Paulo (UNIFESP), Brazil....",Single,No,
80,Results,PMC7654934,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7654934/,"...RRIPP-3 was a single-site study, located at US Army base, Fort Benning, GA....",Single,No,
81,Protocol,PMC3039582,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3039582/,"...For the US Army Infantry, IBOLC, located in Fort Benning, Georgia, is the initial training station for officers who have graduated from the US Military Academy (USMA), completed Officer Candidate School (OCS) or Reserve Officer Training Corps (ROTC)....",Single,No,
81,Results,PMC3636795,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3636795/,...The intervention programs will be offered at Araba University Hospital and biological samples will be analyzed at Complutense University of Madrid....,Single,No,
82,Protocol,PMC8053307,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8053307/,...The evaluators of two participating centers were trained to use scales for inter-rater reliability by rating each of the scales with practical cases....,Multiple ,No,
82,Results,PMC8747778,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8747778/,"...The women participating in this study will be receiving prenatal care at two health systems in southeastern Michigan, the University of Michigan Hospitals and Clinics and St. Joseph Mercy Health System/Integrated Health Associates....",Multiple ,No,
83,Protocol,PMC5422966,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5422966/,...We solicited permission to determine eligibility from pregnant women presenting for prenatal care at 2 health systems in southeastern Michigan: the University of Michigan Health System and St Joseph’s Mercy Hospital Health System....,Multiple ,No,
83,Results,PMC8820776,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8820776/,...The areas of the two trial sites are endemic for VL....,Multiple ,No,
84,Protocol,PMC4617887,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4617887/,...These study sites are located in areas of stable endemicity....,Multiple ,No,
84,Results,PMC6613852,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6613852/,"...The design is a single-center, investigator-initiated randomized controlled trial....",Single,No,
85,Protocol,PMC4738785,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4738785/,"...The present study was a part of a single-center, investigator-initiated RCT including 12 months of simulation sessions [21]....",Single,No,
85,Results,PMC7083321,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7083321/,"...In two municipalities in the southern part of Denmark, twelve elementary schools were randomized to either active math intervention (n = 7) or control (n = 5) (Fig. 1)....",Multiple ,No,
86,Protocol,PMC4660775,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4660775/,"...In short, the study was designed as a cluster-randomized controlled trial involving 1st grade children in 12 schools from two municipalities in the Region of Southern Denmark (Fig 1)....",Multiple ,No,
86,Results,PMC8899208,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8899208/,"...The community collaborative board was expanded to include seven participating community agencies: five urban and two rural agencies, including two clinics, a school, three social service agencies and a University of Minnesota Extension site....Participants will be enrolled from the seven collaborating agencies....",Multiple ,No,
87,Protocol,PMC4696142,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4696142/,"...Padres Informados/Jovenes Preparados (Informed Parents/Prepared Youth, PIJP) was a five-year, multisite CBPR intervention trial testing the effectiveness of a collaboratively developed family-skills training program directed at preventing tobacco and other substance use susceptibility among Latino youth ages 10 to 14 years....Our participatory approach has been described in depth elsewhere, but included a partnership structure consisting of community and academic co-primary investigators and a community-university research team with representation from seven community partner organizations (two clinics, one school system, and four social service agencies).24...",Multiple ,No,
87,Results,PMC5562172,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5562172/,"...The FIRSTT trial is conducted at two sites: Mayo Clinic (Rochester, MN) and Duke University (Durham, NC)....",Multiple ,No,
88,Protocol,PMC5961554,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5961554/,"...### Table 1. Key Events in Fibroid Interventions: Reducing Symptoms Today and Tomorrow Study...Foley catheters and prophylactic antibiotics were used at all sites; at 1 site, oral antibiotics were continued for another 5 days....",Multiple ,No,
88,Results,PMC8801800,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8801800/,"...The Girls on the Move intervention is a group randomized trial involving 24 racially diverse, urban schools in low SES areas in the Midwestern U.S....",Multiple ,No,
89,Protocol,PMC3407514,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3407514/,"...This group randomized trial occurred in 24 urban, public schools in Michigan....",Multiple ,No,
89,Results,PMC5293604,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5293604/,,Not reported,No,
90,Protocol,PMC5898565,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5898565/,,Not reported,No,
90,Results,PMC6347742,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6347742/,,Not reported,No,
91,Protocol,PMC4683762,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4683762/,,Not reported,No,
