Unnamed: 0,PMCID,sentence_id,text,start_char_pos,end_char_pos,section,CONSORT_Item,section.1,Prediction
78,PMC3028347,S79,Subjects and parents were also interviewed by a clinical pharmacist who used a structured questionnaire containing a comprehensive list of symptoms designed to identify potential adverse drug reactions (45).,13094,13301,['Initial assessment.'],['6a'],RESEARCH DESIGN AND METHODS,['6a']
79,PMC3028347,S80,Outcomes and follow-up measures.,13324,13356,['Outcomes and follow-up measures.'],['0'],RESEARCH DESIGN AND METHODS,['0']
80,PMC3028347,S81,"The prespecified primary study end point was change in BMI SD score (BMI Z), as determined at the end of the 6-month randomized treatment phase.",13366,13510,['Outcomes and follow-up measures.'],['6a'],RESEARCH DESIGN AND METHODS,['6a']
81,PMC3028347,S82,"Secondary outcomes were changes in BMI, body weight, and fat mass at the conclusion of the randomized phase.",13511,13619,['Outcomes and follow-up measures.'],['6a'],RESEARCH DESIGN AND METHODS,['6a']
82,PMC3028347,S83,"Tertiary outcomes included changes in skinfold thickness, body circumferences, visceral adipose tissue, insulin resistance, and laboratory components of the metabolic syndrome.",13620,13796,['Outcomes and follow-up measures.'],['6a'],RESEARCH DESIGN AND METHODS,['6a']
83,PMC3028347,S84,Participants were seen monthly and exchanged their unused study medication for a new supply at each visit.,13805,13911,['Outcomes and follow-up measures.'],['0'],RESEARCH DESIGN AND METHODS,['0']
84,PMC3028347,S85,We used the tally of returned capsules to assess adherence.,13912,13971,['Outcomes and follow-up measures.'],['0'],RESEARCH DESIGN AND METHODS,['0']
85,PMC3028347,S86,"Measurements of BMI, blood pressure, liver function, plasma lactate, and serum vitamin B12 were obtained at each visit, along with an interim history obtained using a structured list of queries.",13972,14166,['Outcomes and follow-up measures.'],['6a'],RESEARCH DESIGN AND METHODS,['6a']
86,PMC3028347,S87,"After 6 months of treatment, subjects were re-evaluated and then offered open-label metformin for a second 6-month treatment period with continued monthly visits.",14167,14329,['Outcomes and follow-up measures.'],['5'],RESEARCH DESIGN AND METHODS,['5']
87,PMC3028347,S88,Statistical analysis.,14352,14373,['Statistical analysis.'],['0'],RESEARCH DESIGN AND METHODS,['0']
88,PMC3028347,S89,Power was based on prior data we collected examining BMI change over 6 months in obese 6- to 11-year-old children with hyperinsulinemia.,14383,14519,['Statistical analysis.'],['7a'],RESEARCH DESIGN AND METHODS,['7a']
89,PMC3028347,S90,"We calculated that among severely obese children, a total sample size of 60 participants would detect a between-group difference of 0.09 BMI SD score units (approximately equivalent to a 2 kg/m2 difference) with 80% power.",14520,14742,['Statistical analysis.'],['7a'],RESEARCH DESIGN AND METHODS,['7a']
90,PMC3028347,S91,Participant accrual was set at 100 participants to allow as much as 40% loss to follow-up (46).,14743,14838,['Statistical analysis.'],['7a'],RESEARCH DESIGN AND METHODS,['7a']
91,PMC3028347,S92,"The reported primary data analyses were prespecified and analyzed using SPSS for Windows, version 14.0 (SPSS, Chicago, IL).",14839,14962,['Statistical analysis.'],['12a'],RESEARCH DESIGN AND METHODS,['12a']
92,PMC3028347,S93,Interim analyses for efficacy were performed by the Data Safety Monitoring Board when 40 and 70 subjects had been enrolled for 6 months of randomized phase treatment.,14963,15129,['Statistical analysis.'],['0'],RESEARCH DESIGN AND METHODS,['0']
93,PMC3028347,S94,"Using the Lan-DeMets implementation of the O’Brien-Fleming method, the critical two-tailed α values were defined for each look, such that a P value of 0.04515 was considered significant at the end of the study.",15130,15340,['Statistical analysis.'],['12a'],RESEARCH DESIGN AND METHODS,['12a']
94,PMC3028347,S95,We assessed efficacy in the intention-to-treat sample of all randomly assigned participants using a multiple imputation model for missing data under a missing-at-random assumption.,15341,15521,['Statistical analysis.'],['12a'],RESEARCH DESIGN AND METHODS,['12a']
95,PMC3028347,S96,"By using NORM, version 2.03 (Pennsylvania State University, State University Park, PA), we included all available baseline and follow-up measures in an imputation model.",15522,15691,['Statistical analysis.'],['12a'],RESEARCH DESIGN AND METHODS,['12a']
96,PMC3028347,S97,"The imputation datasets were obtained using a sequential chain of 1,200 iterations using initial parameter estimates supplied by running the expectation-maximization (EM) algorithm.",15692,15873,['Statistical analysis.'],['12a'],RESEARCH DESIGN AND METHODS,['12a']
97,PMC3028347,S98,"Starting after the first 200 iterations, data were sampled with 50 iterations between successive imputations.",15874,15983,['Statistical analysis.'],['12a'],RESEARCH DESIGN AND METHODS,['12a']
98,PMC3028347,S99,"Each of the imputation-completed datasets was then analyzed separately using the prespecified ANCOVA model with SPSS for Windows, version 14.0.",15984,16127,['Statistical analysis.'],['12a'],RESEARCH DESIGN AND METHODS,['12a']
99,PMC3028347,S100,"BMI Z change (or change in each secondary outcome variable) was the dependent variable; metformin treatment was the independent variable; and age, sex, and race/ethnicity were covariates.",16128,16315,['Statistical analysis.'],['12a'],RESEARCH DESIGN AND METHODS,['12a']
100,PMC3028347,S101,We then combined the coefficients from analyses of the 20 imputed datasets into a single set of estimates according to Rubin’s rules for scalar estimands.,16316,16470,['Statistical analysis.'],['12a'],RESEARCH DESIGN AND METHODS,['12a']
101,PMC3028347,S102,"To assess sensitivity of the results to the missing-at-random assumption, we conducted three additional analyses: assuming that all participants who withdrew from the study had major weight gain (≥2.27 kg [≥5 lb]); that those who received metformin had no weight gain, whereas those who received placebo had major weight gain; and that those who received placebo had no weight gain, whereas those who received metformin had major weight gain.",16471,16913,['Statistical analysis.'],['12b'],RESEARCH DESIGN AND METHODS,['12b']
102,PMC3028347,S103,We used multiple imputations to impute the missing 6-month weight measurements by using the same imputation model used for the main analysis.,16914,17055,['Statistical analysis.'],['12b'],RESEARCH DESIGN AND METHODS,['12b']
103,PMC3028347,S104,"For the three scenarios, we added fixed amounts to the imputed values, reanalyzed the results by using ANCOVA, and combined them by using the Rubin rules for scalar estimands.",17056,17231,['Statistical analysis.'],['12b'],RESEARCH DESIGN AND METHODS,['12b']
104,PMC3028347,S105,An additional confirmatory analysis used the last-observation-carried-forward method for individuals who did not complete the study.,17232,17364,['Statistical analysis.'],['12a'],RESEARCH DESIGN AND METHODS,['12a']
105,PMC3028347,S106,Unadjusted analyses were also run both for the imputation and the last-observation-carried-forward models.,17365,17471,['Statistical analysis.'],['12a'],RESEARCH DESIGN AND METHODS,['12a']
106,PMC3028347,S107,"Because all of these models yielded similar results, only the primary efficacy model is presented.",17472,17570,['Statistical analysis.'],['0'],RESEARCH DESIGN AND METHODS,['0']
107,PMC3028347,S108,"We examined baseline characteristics by simple t tests or, in the case of categorical data, with exact tests.",17571,17680,['Statistical analysis.'],['12a'],RESEARCH DESIGN AND METHODS,['12a']
108,PMC3028347,S109,Reports of adverse events were also examined by exact tests.,17681,17741,['Statistical analysis.'],['0'],RESEARCH DESIGN AND METHODS,['0']
109,PMC3028347,S110,Funding and role of the sponsor.,17764,17796,['Funding and role of the sponsor.'],['0'],RESEARCH DESIGN AND METHODS,['0']
110,PMC3028347,S111,"The intramural research programs of NICHD and National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK), NIH, and the National Center on Minority Health and Health Disparities (NCMHD), NIH, which funded the study, had no role in study design, data accrual, data analysis, or manuscript preparation.",17806,18119,['Funding and role of the sponsor.'],['0'],RESEARCH DESIGN AND METHODS,['0']
111,PMC3028347,S112,"The authors designed the study, wrote and made the decision to submit the manuscript for publication, and affirmed the completeness, accuracy, and integrity of the data and data analyses.",18120,18307,['Funding and role of the sponsor.'],['0'],RESEARCH DESIGN AND METHODS,['0']
112,PMC3028347,S113,"Monitoring of the study, measurement and adjudication of study end points, and statistical analyses were performed by the authors without sponsor involvement.",18308,18466,['Funding and role of the sponsor.'],['0'],RESEARCH DESIGN AND METHODS,['0']
113,PMC3028347,S114,The manuscript was drafted by the principal investigator and revised by the coauthors.,18467,18553,['Funding and role of the sponsor.'],['0'],RESEARCH DESIGN AND METHODS,['0']
114,PMC3028347,S115,RESULTS,18577,18584,[],['0'],RESEARCH DESIGN AND METHODS,['0']
115,PMC3028347,S116,A total of 100 children were randomly assigned to the two study groups (Fig. 1).,18592,18672,[],['13a'],RESEARCH DESIGN AND METHODS,['0']
116,PMC3028347,S117,There were no significant demographic differences between subjects who participated and subjects who declined.,18673,18783,[],['15'],RESEARCH DESIGN AND METHODS,['0']
117,PMC3028347,S118,Participants had evidence of significant insulin resistance; a family history of type 2 diabetes was also frequently reported (Table 1).,18784,18920,[],['15'],RESEARCH DESIGN AND METHODS,['0']
118,PMC3028347,S119,"When separated into prepubertal subjects and subjects who had evidence for pubertal onset (i.e., in boys, testes >3 mL; in girls Tanner II or greater breast stage), there were no significant differences between groups in demographic, historical, or laboratory data (all P > 0.46), including degree of insulin resistance (HOMA-IR metformin prepubertal: 4.3 ± 2.0, pubertal: 4.6 ± 2.3; placebo prepubertal: 4.5 ± 4.1, pubertal: 5.0 ± 2.9).",18921,19358,[],['15'],RESEARCH DESIGN AND METHODS,['0']
119,PMC3028347,S120,FIG. 1.,19366,19373,[],['0'],RESEARCH DESIGN AND METHODS,['0']
120,PMC3028347,S121,Flow of participants throughout the trial.,19374,19416,[],['13a'],RESEARCH DESIGN AND METHODS,['0']
121,PMC3028347,S122,"Of the participants, 85% completed the 6-month randomized trial (85% metformin; 85% placebo, P = 0.98).",19424,19527,[],['13a'],RESEARCH DESIGN AND METHODS,['0']
122,PMC3028347,S123,"Among the 85 offered open-label metformin, 67% completed the second 6-month study phase (Fig. 1).",19528,19625,[],['13a'],RESEARCH DESIGN AND METHODS,['0']
123,PMC3028347,S124,Sociodemographic and baseline anthropometric or laboratory indexes did not significantly differ between participants who did and did not complete either phase of the study (all P > 0.65).,19626,19813,[],['15'],RESEARCH DESIGN AND METHODS,['0']
124,PMC3028347,S125,Changes in body weight and body composition.,19829,19873,['Changes in body weight and body composition.'],['0'],RESULTS,['0']
125,PMC3028347,S126,"During the placebo-controlled randomized phase (Table 2 and Fig. 2), both metformin-treated and placebo-treated children significantly reduced BMI Z (P values <0.01); however, children given metformin had significantly greater decreases in BMI Z (difference between metformin and placebo groups −0.07, 95th CI −0.12 to −0.01, P = 0.02), BMI (difference −1.09 kg/m2, CI −1.87 to −0.31, P = 0.006), body weight (difference −3.38 kg, CI −5.2 to −1.57, P < 0.001), and total-body fat mass (P < 0.05).",19883,20379,['Changes in body weight and body composition.'],['17a'],RESULTS,['0']
126,PMC3028347,S127,Three metformin-treated versus 0 placebo-treated children lost sufficient weight to reach a BMI <97th percentile after 6 month of treatment (P = 0.25).,20380,20531,['Changes in body weight and body composition.'],['17a'],RESULTS,['0']
127,PMC3028347,S128,"Body circumference and skinfold thickness measurements decreased to a significantly greater extent in the metformin-treated children, although changes in intra-abdominal fat did not differ significantly between groups (Table 2).",20532,20760,['Changes in body weight and body composition.'],['17a'],RESULTS,['0']
128,PMC3028347,S129,"During the open-label phase, subjects who previously received placebo significantly decreased BMI Z; subjects treated continuously with metformin had nonsignificant increases in BMI Z (Fig. 2) compared with their 6-month values and increases in absolute BMI consistent with those expected to occur as children mature.",20761,21078,['Changes in body weight and body composition.'],['17a'],RESULTS,['0']
129,PMC3028347,S130,"Subjects examined at the end of the open-label phase had significantly lower BMI Z at the end of the 12-month treatment period when compared with their BMI Z values at baseline (−0.091, CI −0.183 to −0.001, P = 0.05).",21079,21296,['Changes in body weight and body composition.'],['17a'],RESULTS,['0']
130,PMC3028347,S131,"Additional analyses that included an interaction term for race × treatment group found non-Hispanic black participants decreased body mass less than non-Hispanic or Hispanic whites during the randomized treatment phase (BMI Z −0.035 ± 0.021 vs. −0.108 ± 0.017, difference 0.073, CI 0.020–0.127, P = 0.008), but the interaction between race and treatment group was not significantly different (P = 0.064).",21297,21701,['Changes in body weight and body composition.'],['18'],RESULTS,['0']
131,PMC3028347,S132,"When severity of insulin resistance or pubertal status at baseline was included in the statistical model for the primary or secondary body composition outcomes, no significant impact for severity of insulin resistance or puberty on treatment success was identified, even after race was removed from the analysis (all P ≥ 0.20).",21702,22029,['Changes in body weight and body composition.'],['17a'],RESULTS,['0']
132,PMC3028347,S133,TABLE 2 Changes in anthropometric variables at conclusion of the randomized phase           FIG. 2.,22039,22138,['Changes in body weight and body composition.'],['17a'],RESULTS,['0']
133,PMC3028347,S134,Changes in BMI during the study.,22139,22171,['Changes in body weight and body composition.'],['17a'],RESULTS,['0']
134,PMC3028347,S135,Mean ± SEM for BMI SD score (BMI Z) and BMI during the randomized placebo-controlled phase (A and C) and the open-label phase when all participants were offered metformin (B and D).,22172,22353,['Changes in body weight and body composition.'],['0'],RESULTS,['0']
135,PMC3028347,S136,"A: BMI Z score, randomized phase.",22354,22387,['Changes in body weight and body composition.'],['0'],RESULTS,['0']
136,PMC3028347,S137,"B: BMI Z score, open-label phase.",22388,22421,['Changes in body weight and body composition.'],['0'],RESULTS,['0']
137,PMC3028347,S138,"C: BMI, randomized phase.",22422,22447,['Changes in body weight and body composition.'],['0'],RESULTS,['0']
138,PMC3028347,S139,"D: BMI, open-label phase.",22448,22473,['Changes in body weight and body composition.'],['0'],RESULTS,['0']
139,PMC3028347,S140,Intent-to-treat imputed data analyses are shown.,22474,22522,['Changes in body weight and body composition.'],['0'],RESULTS,['0']
140,PMC3028347,S141,There were significant group by time interactions (P < 0.001) during each phase for both BMI Z and BMI. *P < 0.05; **P < 0.01 for comparison of children randomized to metformin and placebo at each time point.,22523,22731,['Changes in body weight and body composition.'],['17a'],RESULTS,['0']
141,PMC3028347,S142,Changes in insulin resistance and metabolic consequences of obesity.,22755,22823,['Changes in insulin resistance and metabolic consequences of obesity.'],['0'],RESULTS,['0']
142,PMC3028347,S143,"Fasting serum insulin (P = 0.02), plasma glucose (P = 0.02), and HOMA-IR index (P = 0.006) improved more in metformin-treated than in placebo-treated children (Table 3).",22833,23002,['Changes in insulin resistance and metabolic consequences of obesity.'],['17a'],RESULTS,['0']
143,PMC3028347,S144,"However, neither first-phase insulin secretion (P = 0.34) nor insulin sensitivity (P = 0.52) estimated from the hyperglycemic clamp study differed significantly between groups.",23003,23179,['Changes in insulin resistance and metabolic consequences of obesity.'],['17a'],RESULTS,['0']
144,PMC3028347,S145,Changes in other laboratory values commonly observed to improve with significant weight reduction did not differ significantly between the groups (Table 3).,23180,23336,['Changes in insulin resistance and metabolic consequences of obesity.'],['17a'],RESULTS,['0']
145,PMC3028347,S146,The prevalence of metabolic syndrome was not altered significantly by metformin treatment (P = 0.71).,23337,23438,['Changes in insulin resistance and metabolic consequences of obesity.'],['17a'],RESULTS,['0']
146,PMC3028347,S147,TABLE 3 Changes in laboratory variables at conclusion of the randomized phase                        Adverse events and adherence.,23448,23578,[],['17a'],RESULTS,['0']
147,PMC3028347,S148,No serious or life-threatening adverse events were reported.,23588,23648,['Adverse events and adherence.'],['19'],RESULTS,['0']
148,PMC3028347,S149,No subject developed abnormal AST or ALT concentrations or acidosis.,23649,23717,['Adverse events and adherence.'],['19'],RESULTS,['0']
149,PMC3028347,S150,"Serum vitamin B12 remained within the normal range (220–960 pg/mL) in all subjects throughout the 12-month study, but decreased in the metformin-treated group, compared with the increase observed in placebo-treated children during the randomized phase (−57 ± 58 vs. 173 ± 67 pg/mL, P < 0.001).",23718,24011,['Adverse events and adherence.'],['19'],RESULTS,['0']
150,PMC3028347,S151,No metformin-associated difference in hemoglobin concentrations was observed (P = 0.53).,24012,24100,['Adverse events and adherence.'],['19'],RESULTS,['0']
151,PMC3028347,S152,Gastrointestinal complaints were significantly more prevalent among subjects treated with metformin.,24101,24201,['Adverse events and adherence.'],['19'],RESULTS,['0']
152,PMC3028347,S153,"More metformin- than placebo-treated subjects reported at least one episode of liquid or loose stools (41.5%, CI 30.1–55.9% vs. 17%, CI 7.6–30.8%, P = 0.01) and vomiting (41.5%, CI 29.1–55.9% vs. 21.3%, CI 10.7–32.7%, P = 0.05).",24202,24430,['Adverse events and adherence.'],['19'],RESULTS,['0']
153,PMC3028347,S154,"Fatigue was also significantly more likely to be reported (P = 0.02) among metformin-treated (37.7%, CI 24.8–52.1%) than placebo-treated (14.9%, CI 6.2–28.3%) children.",24431,24599,['Adverse events and adherence.'],['19'],RESULTS,['0']
154,PMC3028347,S155,"One metformin-treated child lost interest in usual pleasurable activities that resolved with medication discontinuation, but this adverse event did not recur during a rechallenge.",24600,24779,['Adverse events and adherence.'],['19'],RESULTS,['0']
155,PMC3028347,S156,Reported metformin-associated symptomatology was most prevalent in the first month of treatment and then decreased such that no reported symptom was significantly different in prevalence between the two groups at the end of the placebo-controlled phase (Fig. 3) or during the open-label phase.,24780,25073,['Adverse events and adherence.'],['19'],RESULTS,['0']
156,PMC3028347,S157,FIG. 3.,25083,25090,['Adverse events and adherence.'],['0'],RESULTS,['0']
157,PMC3028347,S158,Reports of symptoms during the placebo-controlled phase.,25091,25147,['Adverse events and adherence.'],['19'],RESULTS,['0']
158,PMC3028347,S159,*P < 0.05; **P < 0.01 for comparison of children randomized to metformin and placebo at each time point.,25148,25252,['Adverse events and adherence.'],['0'],RESULTS,['0']
159,PMC3028347,S160,A: Nausea.,25253,25263,['Adverse events and adherence.'],['0'],RESULTS,['0']
160,PMC3028347,S161,B: Vomiting.,25264,25276,['Adverse events and adherence.'],['0'],RESULTS,['0']
161,PMC3028347,S162,C: Loose or liquid stools.,25277,25303,['Adverse events and adherence.'],['0'],RESULTS,['0']
162,PMC3028347,S163,D: Fatigue.,25304,25315,['Adverse events and adherence.'],['0'],RESULTS,['0']
163,PMC3028347,S164,"A total of nine metformin-treated children (17.0 vs. 2.1% placebo-treated, P = 0.03) were unable to take the highest dose (2,000 mg/day) and were prescribed doses ranging from 500 to 1,500 mg/day at conclusion of the randomized phase; however, only one subject discontinued the trial because of medication intolerance.",25325,25643,['Adverse events and adherence.'],['13b'],RESULTS,['0']
164,PMC3028347,S165,"Children for whom the full metformin dose could not be prescribed were younger (8.8 ± 1.9 vs. 10.3 ± 1.4 years, P = 0.01) but did not differ in BMI or fat mass from those who tolerated it.",25644,25832,['Adverse events and adherence.'],['0'],RESULTS,['0']
165,PMC3028347,S166,Adherence to the prescribed study medication regimen did not differ significantly among the groups during the randomized phase (93.2 ± 1.3 vs. 92.2 ± 2.3%).,25833,25989,['Adverse events and adherence.'],['0'],RESULTS,['0']
166,PMC3028347,S167,DISCUSSION,26013,26023,['DISCUSSION'],['0'],DISCUSSION,['0']
167,PMC3028347,S168,"Childhood-onset obesity presages the development of disorders that predispose to cardiovascular disease in later life (47,48).",26031,26157,['DISCUSSION'],['0'],DISCUSSION,['0']
168,PMC3028347,S169,"Prevention of the complications of obesity, including type 2 diabetes, thus is a primary medical goal for weight-reduction therapy in children.",26158,26301,['DISCUSSION'],['0'],DISCUSSION,['0']
169,PMC3028347,S170,"On the basis of evidence suggesting that adolescents given metformin have salutary changes in adiposity and obesity-related comorbid conditions (27–33) and data from adults suggesting that metformin can delay the incidence of type 2 diabetes (22,23), we tested the hypothesis that metformin could improve glucose homeostasis and decrease the weight and body fat gained by obese insulin-resistant 6- to 12-year-old children who participated in a low-intensity clinic-based weight-reduction program.",26302,26799,['DISCUSSION'],['0'],DISCUSSION,['0']
170,PMC3028347,S171,"Metformin produced modest differences in BMI Z that, as found for adolescents (33), largely persisted during 1 year of treatment.",26806,26935,['DISCUSSION'],['0'],DISCUSSION,['0']
171,PMC3028347,S172,"Compared with placebo treatment, metformin improved several other measures of body fatness, although consistent with some (33) but not all (29,39) studies, metformin did not significantly change intra-abdominal adipose tissue.",26936,27162,['DISCUSSION'],['22'],DISCUSSION,['0']
172,PMC3028347,S173,"As might be anticipated because of its major effect to suppress hepatic gluconeogenesis (14), metformin improved fasting insulin, glucose, and the HOMA-IR index, measures of insulin sensitivity that appear principally to reflect hepatic sensitivity to insulin’s actions (49), but metformin did not greatly alter whole-body (primarily muscle) insulin sensitivity.",27163,27525,['DISCUSSION'],['0'],DISCUSSION,['0']
173,PMC3028347,S174,"Among young adult Israeli army recruits, individuals with fasting glucose concentrations >86 mg/dL had monotonically increasing risks for developing diabetes during ∼6 years of follow-up (50).",27526,27718,['DISCUSSION'],['0'],DISCUSSION,['0']
174,PMC3028347,S175,"Our subjects’ mean baseline plasma glucose was 92 mg/dL, decreasing slightly among metformin-treated children but increasing an additional 3.5 mg/dL in the placebo-treated group.",27719,27897,['DISCUSSION'],['0'],DISCUSSION,['0']
175,PMC3028347,S176,The finding that metformin enabled study subjects to maintain fasting plasma glucose at a lower level suggests the possibility that metformin treatment might prevent or delay the onset of type 2 diabetes in children at high risk for this disorder.,27898,28145,['DISCUSSION'],['22'],DISCUSSION,['0']
176,PMC3028347,S177,Other aspects of the insulin resistance–related metabolic syndrome did not change significantly with metformin treatment.,28146,28267,['DISCUSSION'],['0'],DISCUSSION,['0']
177,PMC3028347,S178,"The limited weight change observed, perhaps combined with the worsening of whole-body insulin resistance that commonly occurs as children enter adolescence, may account for the failure to find greater improvements in metabolism as a result of metformin treatment in this and prior studies conducted among adolescents (33,35).",28268,28593,['DISCUSSION'],['22'],DISCUSSION,['0']
178,PMC3028347,S179,"Metformin therapy was associated with dose-limiting side effects in almost 17% of participants, particularly among younger subjects.",28600,28732,['DISCUSSION'],['0'],DISCUSSION,['0']
179,PMC3028347,S180,"Inability to tolerate 2,000 mg/day despite efforts made to reach the full dose may have limited the efficacy that could be observed.",28733,28865,['DISCUSSION'],"['22', '20']",DISCUSSION,['0']
180,PMC3028347,S181,"To some extent, the variability in the dose administered makes determination of metformin’s efficacy more difficult.",28866,28982,['DISCUSSION'],['0'],DISCUSSION,['0']
181,PMC3028347,S182,"Our data suggest that a target total daily dose of 2,000 mg/day may not be achievable for all young children treated with metformin.",28983,29115,['DISCUSSION'],['22'],DISCUSSION,['0']
182,PMC3028347,S183,"Other studies report good toleration of lower doses (39) but a similar side effect profile among adolescents treated with 2,000 mg/day extended-release metformin (33).",29116,29283,['DISCUSSION'],['0'],DISCUSSION,['0']
183,PMC3028347,S184,"In addition to nausea and loose stools, we also observed fatigue symptomatology previously reported among children given metformin.",29284,29415,['DISCUSSION'],['0'],DISCUSSION,['0']
184,PMC3028347,S185,"Lastly, there was a relative diminution of serum vitamin B12 despite provision of a cyanocobalamin-containing multivitamin.",29416,29539,['DISCUSSION'],['0'],DISCUSSION,['0']
185,PMC3028347,S186,"B12 deficiency is unlikely to be reported among children treated with metformin because a long period of inadequate dietary B12 intake is required before clinical deficiency becomes manifest, but metformin has been reported to diminish serum B12 by 14–30% in adults, with the greatest effects observed among individuals treated with metformin for the longest time at the highest dosage (51).",29540,29931,['DISCUSSION'],['0'],DISCUSSION,['0']
186,PMC3028347,S187,Our data reinforce the importance of monitoring potential adverse events among patients treated chronically with metformin.,29932,30055,['DISCUSSION'],['0'],DISCUSSION,['0']
187,PMC3028347,S188,"Although this study is among the largest randomized controlled trials to date of a pharmacotherapeutic agent conducted for amelioration of obesity among young children, a limitation of this study is that only 100 children were studied; thus, there may have been insufficient power to detect differences between placebo- and metformin-treated groups for some obesity-related comorbid conditions examined.",30062,30465,['DISCUSSION'],['20'],DISCUSSION,['0']
188,PMC3028347,S189,"The placebo-controlled interval was only 6 months in duration and the maximal treatment duration was 1 year; thus, the study did not explore the efficacy of metformin in the longer term, which is required for a chronic condition like obesity.",30466,30708,['DISCUSSION'],['20'],DISCUSSION,['0']
189,PMC3028347,S190,The study’s generalizability is also somewhat limited by the fact that only severely obese insulin-resistant children were enrolled; it remains unclear how efficacious metformin is among children who are less obese and insulin resistant.,30709,30946,['DISCUSSION'],"['20', '21']",DISCUSSION,['0']
190,PMC3028347,S191,Wilson et al. (33) have found quite similar results among adolescents who were not required to have insulin resistance.,30947,31066,['DISCUSSION'],['0'],DISCUSSION,['0']
191,PMC3028347,S192,"Finally, because the weight loss intervention was intended to model to some extent what might be available in clinical practice, it consisted solely of monthly visits with a dietitian, and the magnitude of metformin-associated weight reduction that might occur among children treated with an intensified behavioral modification regimen is not established.",31067,31422,['DISCUSSION'],['20'],DISCUSSION,['0']
192,PMC3028347,S193,"Strengths include the recruitment of children who were racially and ethnically diverse, the use of intensive assessments of body composition and insulin sensitivity, the careful determination of adverse events using structured reporting tools, and the excellent subject retention rate.",31423,31708,['DISCUSSION'],['0'],DISCUSSION,['0']
193,PMC3028347,S194,We conclude that metformin treatment modestly reduces body weight and adiposity and improves measures of glucose homeostasis in obese insulin-resistant 6- to 12-year-old children.,31715,31894,['DISCUSSION'],['22'],DISCUSSION,['0']
194,PMC3028347,S195,"Although the weight loss produced is small, metformin treatment may hold promise as a method to prevent or delay the appearance of impaired glucose homeostasis in children at high risk for the development of type 2 diabetes.",31895,32119,['DISCUSSION'],['22'],DISCUSSION,['0']
195,PMC3028347,S196,Back matter,32130,32141,['Back matter'],['0'],Back matter,['0']
196,PMC3028347,S197,Clinical trial reg.,32158,32177,['Back matter'],['0'],Back matter,['0']
197,PMC3028347,S198,no.,32178,32181,['Back matter'],['0'],Back matter,['0']
198,PMC3028347,S199,"NCT00005669, clinicaltrials.gov.",32182,32214,['Back matter'],['23'],Back matter,['0']
199,PMC3028347,S200,The findings and conclusions in this report are those of the authors and do not necessarily represent those of the National Institutes of Health or the Indian Health Service.,32237,32411,['Back matter'],['0'],Back matter,['0']
200,PMC3028347,S201,ACKNOWLEDGMENTS,32431,32446,['Back matter'],['0'],Back matter,['0']
201,PMC3028347,S202,"This study was supported by the Intramural Research Program of the Eunice Kennedy Shriver NICHD, NIH (Grant Z01-HD-000641), and NCMHD, NIH (both to J.A.Y.), and in part by NIDDK (J.K.).",32454,32639,['Back matter'],['25'],Back matter,['0']
202,PMC3028347,S203,J.A.Y. received a grant from Obecure and has a material transfer agreement with Roche for support of other obesity-medication treatment studies.,32646,32790,['Back matter'],['25'],Back matter,['0']
203,PMC3028347,S204,No other potential conflicts of interest relevant to this article were reported.,32791,32871,['Back matter'],['0'],Back matter,['0']
204,PMC3028347,S205,"J.A.Y., J.K., C.G.S., J.R.M., N.G.S., J.C.R., and K.A.C. provided study concept and design.",32878,32969,['Back matter'],['0'],Back matter,['0']
205,PMC3028347,S206,"J.A.Y., J.K., C.G.S., J.R.D., M.K., N.G.S., J.C.R., S.M.B., and K.A.C. acquired data.",32970,33055,['Back matter'],['0'],Back matter,['0']
206,PMC3028347,S207,"J.A.Y., J.K., C.G.S., J.R.M., M.K., N.G.S., J.C.R., and K.A.C. provided analysis and interpretation of data.",33056,33164,['Back matter'],['0'],Back matter,['0']
207,PMC3028347,S208,"J.A.Y., J.K., and J.R.M. drafted the manuscript.",33165,33213,['Back matter'],['0'],Back matter,['0']
208,PMC3028347,S209,"J.A.Y., J.K., C.G.S., J.R.M., M.K., N.G.S., J.C.R., S.M.B., and K.A.C. critically revised the manuscript for important intellectual content.",33214,33354,['Back matter'],['0'],Back matter,['0']
209,PMC3028347,S210,J.A.Y. provided statistical analysis.,33355,33392,['Back matter'],['0'],Back matter,['0']
210,PMC3028347,S211,"J.A.Y., J.K., C.G.S., J.R.M., M.K., N.G.S., J.C.R., S.M.B., and K.A.C. provided administrative, technical, or material support.",33393,33520,['Back matter'],['0'],Back matter,['0']
211,PMC3028347,S212,"J.A.Y., J.K., J.R.M., N.G.S., J.C.R., S.M.B., and K.A.C. supervised the study.",33521,33599,['Back matter'],['0'],Back matter,['0']
212,PMC3028347,S213,"J.A.Y., J.K., N.G.S., and M.K. are commissioned officers in the United States Public Health Service, Department of Health and Human Services.",33606,33747,['Back matter'],['0'],Back matter,['0']
213,PMC3028347,S214,The authors thank the participants and their parents for involvement in this trial.,33754,33837,['Back matter'],['0'],Back matter,['0']
214,PMC3028347,S215,"They also thank NIH nurse practitioner Margaret Keil; post-baccalaureate NIH research trainees Jane Elberg, Delphine Robotham, Margaret Mirch, Margaret Rutledge, and Rachael Sorg; and NIH dietitians Mary Hoskin and Julie Nelson for their assistance in carrying out the study.",33838,34113,['Back matter'],['0'],Back matter,['0']
0,PMC3076731,S1,Title,0,5,['Title'],['0'],Title,['0']
