Protocol/Results,PairID,PMCID,ChecklistItem,Reported,Split
Protocol,27,PMC6893558,12b_Outcomes_Changes,0,valid
Protocol,27,PMC6893558,13_Participant_timeline,0,valid
Protocol,27,PMC6893558,14a_Sample_size,1,valid
Protocol,27,PMC6893558,14b_Sample_Calculation,1,valid
Protocol,27,PMC6893558,15_Recruitment,1,valid
Protocol,27,PMC6893558,16a_Randomization_Generation,1,valid
Protocol,27,PMC6893558,16b_Randomization_Type,1,valid
Protocol,27,PMC6893558,16c_Randomization_Block_size,1,valid
Protocol,27,PMC6893558,16d_Randomization_Strata,0,valid
Protocol,27,PMC6893558,16e_Allocation_Mechanism,0,valid
Protocol,27,PMC6893558,16f_Allocation_Concealment,1,valid
Protocol,27,PMC6893558,16g_Personnel_Sequence,0,valid
Protocol,27,PMC6893558,16h_Personnel_Enrollment,1,valid
Protocol,27,PMC6893558,17a_Masking_People_masked,1,valid
Protocol,27,PMC6893558,17b_Masking_Not_masked,0,valid
Protocol,27,PMC6893558,17c_Masking_Type,0,valid
Protocol,27,PMC6893558,17d_Masking_Unblinding,0,valid
Protocol,27,PMC6893558,17e_Masking_Similarity,0,valid
Protocol,27,PMC6893558,18a_Data_Collection,1,valid
Protocol,27,PMC6893558,18b_Data_Retention,1,valid
Protocol,27,PMC6893558,19_Data_Management,0,valid
Protocol,27,PMC6893558,20a_Statistical_methods_Outcomes,1,valid
Protocol,27,PMC6893558,20b_Statistical_methods_Other_Analyses,1,valid
Protocol,27,PMC6893558,20c_Statistical_methods_Analysis_population,1,valid
Protocol,27,PMC6893558,20d_Statistical_methods_Missing_data,1,valid
Protocol,27,PMC6893558,21a_Data_monitoring_committee,0,valid
Protocol,27,PMC6893558,21b_Interim_analyses,0,valid
Protocol,27,PMC6893558,21c_Stopping_guidelines,0,valid
Protocol,27,PMC6893558,22_Harms_non-systematic,0,valid
Protocol,27,PMC6893558,23_Auditing,0,valid
Protocol,27,PMC6893558,24_Ethics,1,valid
Protocol,27,PMC6893558,25_Amendments,0,valid
Protocol,27,PMC6893558,26a_Consent_Obtaining,1,valid
Protocol,27,PMC6893558,26b_Consent_Provisions,0,valid
Protocol,27,PMC6893558,27_Confidentiality,0,valid
Protocol,27,PMC6893558,28_Financial_interests,1,valid
Protocol,27,PMC6893558,29_Data_access,0,valid
Protocol,27,PMC6893558,30_Post_trial_care,0,valid
Protocol,27,PMC6893558,31a_Dissemination,0,valid
Protocol,27,PMC6893558,31b_Authorship,0,valid
Protocol,27,PMC6893558,31c_Sharing_Materials,0,valid
Protocol,27,PMC6893558,31d_Sharing_Data,0,valid
Protocol,27,PMC6893558,31e_Sharing_Code,0,valid
Protocol,27,PMC6893558,32_Informed_consent_materials,0,valid
Protocol,27,PMC6893558,33_Biological_specimens,0,valid
Protocol,27,PMC6893558,34_Flow,0,valid
Protocol,27,PMC6893558,35a_Recruitment_dates,1,valid
Protocol,27,PMC6893558,35b_Followup_dates,1,valid
Protocol,27,PMC6893558,35c_Stopping,0,valid
Protocol,27,PMC6893558,36_Baseline_data,0,valid
Protocol,27,PMC6893558,37a_Analysis_Numbers,0,valid
Protocol,27,PMC6893558,38a_Outcome_results,0,valid
Protocol,27,PMC6893558,38b_Binary_results,0,valid
Protocol,27,PMC6893558,39_Ancillary_results,0,valid
Protocol,27,PMC6893558,40_Harms_results,0,valid
Protocol,27,PMC6893558,41_Generalizability,0,valid
Protocol,28,PMC5832903,1a_Title_Randomized,1,train
Protocol,28,PMC5832903,1b_Title_Type,0,train
Protocol,28,PMC5832903,1c_Title_Framework,1,train
Protocol,28,PMC5832903,1d_Title_Centers,0,train
Protocol,28,PMC5832903,1e_Title_Population,1,train
Protocol,28,PMC5832903,1f_Title_Intervention,1,train
Protocol,28,PMC5832903,1g_Title_Acronym,0,train
Protocol,28,PMC5832903,2_Abstract_structured,1,train
Protocol,28,PMC5832903,3a_Registry_number,1,train
Protocol,28,PMC5832903,3b_Protocol_access,0,train
Protocol,28,PMC5832903,4_Funding,1,train
Protocol,28,PMC5832903,5a_Sponsor,0,train
Protocol,28,PMC5832903,5b_Contributors_roles,1,train
Protocol,28,PMC5832903,5c_Oversight_committees,0,train
Protocol,28,PMC5832903,7_Objectives,1,train
Protocol,28,PMC5832903,8a_Design_Type,0,train
Protocol,28,PMC5832903,8b_Design_Framework,1,train
Protocol,28,PMC5832903,8c_Design_Centers,1,train
Protocol,28,PMC5832903,8d_Design_Ratio,1,train
Protocol,28,PMC5832903,9_Setting,1,train
Protocol,28,PMC5832903,10a_Participants_inclusion,1,train
Protocol,28,PMC5832903,10b_Center_interventionist_inclusion,0,train
Protocol,28,PMC5832903,11a_Intervention_Description,1,train
Protocol,28,PMC5832903,11b_Intervention_Modification,0,train
Protocol,28,PMC5832903,11c_Intervention_Monitoring,1,train
Protocol,28,PMC5832903,11d_Intervention_Concomitant,0,train
Protocol,28,PMC5832903,12a_Outcomes_Definitions,1,train
Protocol,28,PMC5832903,12b_Outcomes_Changes,0,train
Protocol,28,PMC5832903,13_Participant_timeline,1,train
Protocol,28,PMC5832903,14a_Sample_size,1,train
Protocol,28,PMC5832903,14b_Sample_Calculation,1,train
Protocol,28,PMC5832903,15_Recruitment,1,train
Protocol,28,PMC5832903,16a_Randomization_Generation,1,train
Protocol,28,PMC5832903,16b_Randomization_Type,1,train
Protocol,28,PMC5832903,16c_Randomization_Block_size,0,train
Protocol,28,PMC5832903,16d_Randomization_Strata,1,train
Protocol,28,PMC5832903,16e_Allocation_Mechanism,1,train
Protocol,28,PMC5832903,16f_Allocation_Concealment,1,train
Protocol,28,PMC5832903,16g_Personnel_Sequence,0,train
Protocol,28,PMC5832903,16h_Personnel_Enrollment,1,train
Protocol,28,PMC5832903,17a_Masking_People_masked,1,train
Protocol,28,PMC5832903,17b_Masking_Not_masked,0,train
Protocol,28,PMC5832903,17c_Masking_Type,0,train
Protocol,28,PMC5832903,17d_Masking_Unblinding,0,train
Protocol,28,PMC5832903,17e_Masking_Similarity,0,train
Protocol,28,PMC5832903,18a_Data_Collection,1,train
Protocol,28,PMC5832903,18b_Data_Retention,1,train
Protocol,28,PMC5832903,19_Data_Management,1,train
Protocol,28,PMC5832903,20a_Statistical_methods_Outcomes,1,train
Protocol,28,PMC5832903,20b_Statistical_methods_Other_Analyses,0,train
Protocol,28,PMC5832903,20c_Statistical_methods_Analysis_population,1,train
Protocol,28,PMC5832903,20d_Statistical_methods_Missing_data,0,train
Protocol,28,PMC5832903,21a_Data_monitoring_committee,0,train
Protocol,28,PMC5832903,21b_Interim_analyses,0,train
Protocol,28,PMC5832903,21c_Stopping_guidelines,0,train
Protocol,28,PMC5832903,22_Harms_non-systematic,0,train
Protocol,28,PMC5832903,23_Auditing,0,train
Protocol,28,PMC5832903,24_Ethics,1,train
Protocol,28,PMC5832903,25_Amendments,0,train
Protocol,28,PMC5832903,26a_Consent_Obtaining,1,train
Protocol,28,PMC5832903,26b_Consent_Provisions,0,train
Protocol,28,PMC5832903,27_Confidentiality,1,train
Protocol,28,PMC5832903,28_Financial_interests,1,train
Protocol,28,PMC5832903,29_Data_access,0,train
Protocol,28,PMC5832903,30_Post_trial_care,0,train
Protocol,28,PMC5832903,31a_Dissemination,0,train
Protocol,28,PMC5832903,31b_Authorship,0,train
Protocol,28,PMC5832903,31c_Sharing_Materials,0,train
Protocol,28,PMC5832903,31d_Sharing_Data,0,train
Protocol,28,PMC5832903,31e_Sharing_Code,0,train
Protocol,28,PMC5832903,32_Informed_consent_materials,0,train
Protocol,28,PMC5832903,33_Biological_specimens,0,train
Protocol,28,PMC5832903,34_Flow,0,train
Protocol,28,PMC5832903,35a_Recruitment_dates,1,train
Protocol,28,PMC5832903,35b_Followup_dates,1,train
Protocol,28,PMC5832903,35c_Stopping,0,train
Protocol,28,PMC5832903,36_Baseline_data,0,train
Protocol,28,PMC5832903,37a_Analysis_Numbers,0,train
Protocol,28,PMC5832903,38a_Outcome_results,0,train
Protocol,28,PMC5832903,38b_Binary_results,0,train
Protocol,28,PMC5832903,39_Ancillary_results,0,train
Protocol,28,PMC5832903,40_Harms_results,0,train
Protocol,28,PMC5832903,41_Generalizability,0,train
Protocol,29,PMC3061925,1a_Title_Randomized,1,train
Protocol,29,PMC3061925,1b_Title_Type,0,train
Protocol,29,PMC3061925,1c_Title_Framework,0,train
Protocol,29,PMC3061925,1d_Title_Centers,0,train
Protocol,29,PMC3061925,1e_Title_Population,1,train
Protocol,29,PMC3061925,1f_Title_Intervention,1,train
Protocol,29,PMC3061925,1g_Title_Acronym,0,train
Protocol,29,PMC3061925,2_Abstract_structured,1,train
Protocol,29,PMC3061925,3a_Registry_number,1,train
Protocol,29,PMC3061925,3b_Protocol_access,0,train
Protocol,29,PMC3061925,4_Funding,1,train
Protocol,29,PMC3061925,5a_Sponsor,1,train
Protocol,29,PMC3061925,5b_Contributors_roles,1,train
Protocol,29,PMC3061925,5c_Oversight_committees,1,train
Protocol,29,PMC3061925,7_Objectives,1,train
Protocol,29,PMC3061925,8a_Design_Type,1,train
Protocol,29,PMC3061925,8b_Design_Framework,1,train
Protocol,29,PMC3061925,8c_Design_Centers,1,train
Protocol,29,PMC3061925,8d_Design_Ratio,0,train
Protocol,29,PMC3061925,9_Setting,1,train
Protocol,29,PMC3061925,10a_Participants_inclusion,1,train
Protocol,29,PMC3061925,10b_Center_interventionist_inclusion,0,train
Protocol,29,PMC3061925,11a_Intervention_Description,1,train
Protocol,29,PMC3061925,11b_Intervention_Modification,1,train
Protocol,29,PMC3061925,11c_Intervention_Monitoring,0,train
Protocol,29,PMC3061925,11d_Intervention_Concomitant,1,train
Protocol,29,PMC3061925,12a_Outcomes_Definitions,1,train
Protocol,29,PMC3061925,12b_Outcomes_Changes,0,train
Protocol,29,PMC3061925,13_Participant_timeline,1,train
Protocol,29,PMC3061925,14a_Sample_size,1,train
Protocol,29,PMC3061925,14b_Sample_Calculation,1,train
Protocol,29,PMC3061925,15_Recruitment,0,train
Protocol,29,PMC3061925,16a_Randomization_Generation,1,train
Protocol,29,PMC3061925,16b_Randomization_Type,1,train
Protocol,29,PMC3061925,16c_Randomization_Block_size,0,train
Protocol,29,PMC3061925,16d_Randomization_Strata,1,train
Protocol,29,PMC3061925,16e_Allocation_Mechanism,1,train
Protocol,29,PMC3061925,16f_Allocation_Concealment,1,train
Protocol,29,PMC3061925,16g_Personnel_Sequence,1,train
Protocol,29,PMC3061925,16h_Personnel_Enrollment,0,train
Protocol,29,PMC3061925,17a_Masking_People_masked,0,train
Protocol,29,PMC3061925,17b_Masking_Not_masked,1,train
Protocol,29,PMC3061925,17c_Masking_Type,1,train
Protocol,29,PMC3061925,17d_Masking_Unblinding,0,train
Protocol,29,PMC3061925,17e_Masking_Similarity,1,train
Protocol,29,PMC3061925,18a_Data_Collection,1,train
Protocol,29,PMC3061925,18b_Data_Retention,0,train
Protocol,29,PMC3061925,19_Data_Management,1,train
Protocol,29,PMC3061925,20a_Statistical_methods_Outcomes,1,train
Protocol,29,PMC3061925,20b_Statistical_methods_Other_Analyses,0,train
Protocol,29,PMC3061925,20c_Statistical_methods_Analysis_population,1,train
Protocol,29,PMC3061925,20d_Statistical_methods_Missing_data,0,train
Protocol,29,PMC3061925,21a_Data_monitoring_committee,1,train
Protocol,29,PMC3061925,21b_Interim_analyses,1,train
Protocol,29,PMC3061925,21c_Stopping_guidelines,1,train
Protocol,29,PMC3061925,22_Harms_non-systematic,1,train
Protocol,29,PMC3061925,23_Auditing,1,train
Protocol,29,PMC3061925,24_Ethics,1,train
Protocol,29,PMC3061925,25_Amendments,0,train
Protocol,29,PMC3061925,26a_Consent_Obtaining,1,train
Protocol,29,PMC3061925,26b_Consent_Provisions,1,train
Protocol,29,PMC3061925,27_Confidentiality,1,train
Protocol,29,PMC3061925,28_Financial_interests,1,train
Protocol,29,PMC3061925,29_Data_access,0,train
Protocol,29,PMC3061925,30_Post_trial_care,1,train
Protocol,29,PMC3061925,31a_Dissemination,1,train
Protocol,29,PMC3061925,31b_Authorship,1,train
Protocol,29,PMC3061925,31c_Sharing_Materials,0,train
Protocol,29,PMC3061925,31d_Sharing_Data,0,train
Protocol,29,PMC3061925,31e_Sharing_Code,0,train
Protocol,29,PMC3061925,32_Informed_consent_materials,0,train
Protocol,29,PMC3061925,33_Biological_specimens,0,train
Protocol,29,PMC3061925,34_Flow,0,train
Protocol,29,PMC3061925,35a_Recruitment_dates,0,train
Protocol,29,PMC3061925,35b_Followup_dates,0,train
Protocol,29,PMC3061925,35c_Stopping,0,train
Protocol,29,PMC3061925,36_Baseline_data,0,train
Protocol,29,PMC3061925,37a_Analysis_Numbers,0,train
Protocol,29,PMC3061925,38a_Outcome_results,0,train
Protocol,29,PMC3061925,38b_Binary_results,0,train
Protocol,29,PMC3061925,39_Ancillary_results,0,train
Protocol,29,PMC3061925,40_Harms_results,0,train
Protocol,29,PMC3061925,41_Generalizability,0,train
Protocol,30,PMC3148988,1a_Title_Randomized,1,train
Protocol,30,PMC3148988,1b_Title_Type,0,train
Protocol,30,PMC3148988,1c_Title_Framework,0,train
Protocol,30,PMC3148988,1d_Title_Centers,0,train
Protocol,30,PMC3148988,1e_Title_Population,1,train
Protocol,30,PMC3148988,1f_Title_Intervention,1,train
Protocol,30,PMC3148988,1g_Title_Acronym,1,train
Protocol,30,PMC3148988,2_Abstract_structured,1,train
Protocol,30,PMC3148988,3a_Registry_number,1,train
Protocol,30,PMC3148988,3b_Protocol_access,0,train
Protocol,30,PMC3148988,4_Funding,1,train
Protocol,30,PMC3148988,5a_Sponsor,0,train
Protocol,30,PMC3148988,5b_Contributors_roles,1,train
Protocol,30,PMC3148988,5c_Oversight_committees,0,train
Protocol,30,PMC3148988,7_Objectives,1,train
Protocol,30,PMC3148988,8a_Design_Type,0,train
Protocol,30,PMC3148988,8b_Design_Framework,1,train
Protocol,30,PMC3148988,8c_Design_Centers,1,train
Protocol,30,PMC3148988,8d_Design_Ratio,1,train
Protocol,30,PMC3148988,9_Setting,1,train
Protocol,30,PMC3148988,10a_Participants_inclusion,1,train
Protocol,30,PMC3148988,10b_Center_interventionist_inclusion,0,train
Protocol,30,PMC3148988,11a_Intervention_Description,1,train
Protocol,30,PMC3148988,11b_Intervention_Modification,1,train
Protocol,30,PMC3148988,11c_Intervention_Monitoring,1,train
Protocol,30,PMC3148988,11d_Intervention_Concomitant,1,train
Protocol,30,PMC3148988,12a_Outcomes_Definitions,1,train
Protocol,30,PMC3148988,12b_Outcomes_Changes,0,train
Protocol,30,PMC3148988,13_Participant_timeline,1,train
Protocol,30,PMC3148988,14a_Sample_size,1,train
Protocol,30,PMC3148988,14b_Sample_Calculation,1,train
Protocol,30,PMC3148988,15_Recruitment,1,train
Protocol,30,PMC3148988,16a_Randomization_Generation,1,train
Protocol,30,PMC3148988,16b_Randomization_Type,1,train
Protocol,30,PMC3148988,16c_Randomization_Block_size,1,train
Protocol,30,PMC3148988,16d_Randomization_Strata,0,train
Protocol,30,PMC3148988,16e_Allocation_Mechanism,1,train
Protocol,30,PMC3148988,16f_Allocation_Concealment,1,train
Protocol,30,PMC3148988,16g_Personnel_Sequence,1,train
Protocol,30,PMC3148988,16h_Personnel_Enrollment,1,train
Protocol,30,PMC3148988,17a_Masking_People_masked,1,train
Protocol,30,PMC3148988,17b_Masking_Not_masked,0,train
Protocol,30,PMC3148988,17c_Masking_Type,1,train
Protocol,30,PMC3148988,17d_Masking_Unblinding,0,train
Protocol,30,PMC3148988,17e_Masking_Similarity,0,train
Protocol,30,PMC3148988,18a_Data_Collection,1,train
Protocol,30,PMC3148988,18b_Data_Retention,0,train
Protocol,30,PMC3148988,19_Data_Management,0,train
Protocol,30,PMC3148988,20a_Statistical_methods_Outcomes,1,train
Protocol,30,PMC3148988,20b_Statistical_methods_Other_Analyses,1,train
Protocol,30,PMC3148988,20c_Statistical_methods_Analysis_population,1,train
Protocol,30,PMC3148988,20d_Statistical_methods_Missing_data,1,train
Protocol,30,PMC3148988,21a_Data_monitoring_committee,0,train
Protocol,30,PMC3148988,21b_Interim_analyses,0,train
Protocol,30,PMC3148988,21c_Stopping_guidelines,0,train
Protocol,30,PMC3148988,22_Harms_non-systematic,0,train
Protocol,30,PMC3148988,23_Auditing,0,train
Protocol,30,PMC3148988,24_Ethics,1,train
Protocol,30,PMC3148988,25_Amendments,0,train
Protocol,30,PMC3148988,26a_Consent_Obtaining,1,train
Protocol,30,PMC3148988,26b_Consent_Provisions,0,train
Protocol,30,PMC3148988,27_Confidentiality,0,train
Protocol,30,PMC3148988,28_Financial_interests,1,train
Protocol,30,PMC3148988,29_Data_access,0,train
Protocol,30,PMC3148988,30_Post_trial_care,0,train
Protocol,30,PMC3148988,31a_Dissemination,0,train
Protocol,30,PMC3148988,31b_Authorship,0,train
Protocol,30,PMC3148988,31c_Sharing_Materials,0,train
Protocol,30,PMC3148988,31d_Sharing_Data,0,train
Protocol,30,PMC3148988,31e_Sharing_Code,0,train
Protocol,30,PMC3148988,32_Informed_consent_materials,0,train
Protocol,30,PMC3148988,33_Biological_specimens,1,train
Protocol,30,PMC3148988,34_Flow,0,train
Protocol,30,PMC3148988,35a_Recruitment_dates,1,train
Protocol,30,PMC3148988,35b_Followup_dates,0,train
Protocol,30,PMC3148988,35c_Stopping,0,train
Protocol,30,PMC3148988,36_Baseline_data,0,train
Protocol,30,PMC3148988,37a_Analysis_Numbers,0,train
Protocol,30,PMC3148988,38a_Outcome_results,0,train
Protocol,30,PMC3148988,38b_Binary_results,0,train
Protocol,30,PMC3148988,39_Ancillary_results,0,train
Protocol,30,PMC3148988,40_Harms_results,0,train
Protocol,30,PMC3148988,41_Generalizability,0,train
Protocol,31,PMC5994046,1a_Title_Randomized,0,valid
Protocol,31,PMC5994046,1b_Title_Type,0,valid
Protocol,31,PMC5994046,1c_Title_Framework,0,valid
Protocol,31,PMC5994046,1d_Title_Centers,0,valid
Protocol,31,PMC5994046,1e_Title_Population,1,valid
Protocol,31,PMC5994046,1f_Title_Intervention,1,valid
Protocol,31,PMC5994046,1g_Title_Acronym,0,valid
Protocol,31,PMC5994046,2_Abstract_structured,1,valid
Protocol,31,PMC5994046,3a_Registry_number,1,valid
Protocol,31,PMC5994046,3b_Protocol_access,0,valid
Protocol,31,PMC5994046,4_Funding,1,valid
Protocol,31,PMC5994046,5a_Sponsor,0,valid
Protocol,31,PMC5994046,5b_Contributors_roles,1,valid
Protocol,31,PMC5994046,5c_Oversight_committees,0,valid
Protocol,31,PMC5994046,7_Objectives,1,valid
Protocol,31,PMC5994046,8a_Design_Type,1,valid
Protocol,31,PMC5994046,8b_Design_Framework,1,valid
Protocol,31,PMC5994046,8c_Design_Centers,1,valid
Protocol,31,PMC5994046,8d_Design_Ratio,1,valid
Protocol,31,PMC5994046,9_Setting,1,valid
Protocol,31,PMC5994046,10a_Participants_inclusion,1,valid
Protocol,31,PMC5994046,10b_Center_interventionist_inclusion,0,valid
Protocol,31,PMC5994046,11a_Intervention_Description,1,valid
Protocol,31,PMC5994046,11b_Intervention_Modification,0,valid
Protocol,31,PMC5994046,11c_Intervention_Monitoring,1,valid
Protocol,31,PMC5994046,11d_Intervention_Concomitant,0,valid
Protocol,31,PMC5994046,12a_Outcomes_Definitions,1,valid
Protocol,31,PMC5994046,12b_Outcomes_Changes,0,valid
Protocol,31,PMC5994046,13_Participant_timeline,1,valid
Protocol,31,PMC5994046,14a_Sample_size,1,valid
Protocol,31,PMC5994046,14b_Sample_Calculation,1,valid
Protocol,31,PMC5994046,15_Recruitment,1,valid
Protocol,31,PMC5994046,16a_Randomization_Generation,0,valid
Protocol,31,PMC5994046,16b_Randomization_Type,0,valid
Protocol,31,PMC5994046,16c_Randomization_Block_size,0,valid
Protocol,31,PMC5994046,16d_Randomization_Strata,0,valid
Protocol,31,PMC5994046,16e_Allocation_Mechanism,1,valid
Protocol,31,PMC5994046,16f_Allocation_Concealment,0,valid
Protocol,31,PMC5994046,16g_Personnel_Sequence,1,valid
Protocol,31,PMC5994046,16h_Personnel_Enrollment,0,valid
Protocol,31,PMC5994046,17a_Masking_People_masked,0,valid
Protocol,31,PMC5994046,17b_Masking_Not_masked,1,valid
Protocol,31,PMC5994046,17c_Masking_Type,0,valid
Protocol,31,PMC5994046,17d_Masking_Unblinding,0,valid
Protocol,31,PMC5994046,17e_Masking_Similarity,0,valid
Protocol,31,PMC5994046,18a_Data_Collection,1,valid
Protocol,31,PMC5994046,18b_Data_Retention,0,valid
Protocol,31,PMC5994046,19_Data_Management,0,valid
Protocol,31,PMC5994046,20a_Statistical_methods_Outcomes,1,valid
Protocol,31,PMC5994046,20b_Statistical_methods_Other_Analyses,0,valid
Protocol,31,PMC5994046,20c_Statistical_methods_Analysis_population,0,valid
Protocol,31,PMC5994046,20d_Statistical_methods_Missing_data,0,valid
Protocol,31,PMC5994046,21a_Data_monitoring_committee,0,valid
Protocol,31,PMC5994046,21b_Interim_analyses,0,valid
Protocol,31,PMC5994046,21c_Stopping_guidelines,0,valid
Protocol,31,PMC5994046,22_Harms_non-systematic,0,valid
Protocol,31,PMC5994046,23_Auditing,0,valid
Protocol,31,PMC5994046,24_Ethics,1,valid
Protocol,31,PMC5994046,25_Amendments,0,valid
Protocol,31,PMC5994046,26a_Consent_Obtaining,0,valid
Protocol,31,PMC5994046,26b_Consent_Provisions,0,valid
Protocol,31,PMC5994046,27_Confidentiality,0,valid
Protocol,31,PMC5994046,28_Financial_interests,1,valid
Protocol,31,PMC5994046,29_Data_access,0,valid
Protocol,31,PMC5994046,30_Post_trial_care,0,valid
Protocol,31,PMC5994046,31a_Dissemination,1,valid
Protocol,31,PMC5994046,31b_Authorship,0,valid
Protocol,31,PMC5994046,31c_Sharing_Materials,1,valid
Protocol,31,PMC5994046,31d_Sharing_Data,1,valid
Protocol,31,PMC5994046,31e_Sharing_Code,0,valid
Protocol,31,PMC5994046,32_Informed_consent_materials,0,valid
Protocol,31,PMC5994046,33_Biological_specimens,0,valid
Protocol,31,PMC5994046,34_Flow,0,valid
Protocol,31,PMC5994046,35a_Recruitment_dates,1,valid
Protocol,31,PMC5994046,35b_Followup_dates,1,valid
Protocol,31,PMC5994046,35c_Stopping,0,valid
Protocol,31,PMC5994046,36_Baseline_data,0,valid
Protocol,31,PMC5994046,37a_Analysis_Numbers,0,valid
Protocol,31,PMC5994046,38a_Outcome_results,0,valid
Protocol,31,PMC5994046,38b_Binary_results,0,valid
Protocol,31,PMC5994046,39_Ancillary_results,0,valid
Protocol,31,PMC5994046,40_Harms_results,0,valid
Protocol,31,PMC5994046,41_Generalizability,0,valid
Protocol,32,PMC3045905,1a_Title_Randomized,1,train
Protocol,32,PMC3045905,1b_Title_Type,0,train
Protocol,32,PMC3045905,1c_Title_Framework,0,train
Protocol,32,PMC3045905,1d_Title_Centers,0,train
Protocol,32,PMC3045905,1e_Title_Population,1,train
Protocol,32,PMC3045905,1f_Title_Intervention,1,train
Protocol,32,PMC3045905,1g_Title_Acronym,1,train
Protocol,32,PMC3045905,2_Abstract_structured,1,train
Protocol,32,PMC3045905,3a_Registry_number,1,train
Protocol,32,PMC3045905,3b_Protocol_access,0,train
Protocol,32,PMC3045905,4_Funding,0,train
Protocol,32,PMC3045905,5a_Sponsor,0,train
Protocol,32,PMC3045905,5b_Contributors_roles,1,train
Protocol,32,PMC3045905,5c_Oversight_committees,1,train
Protocol,32,PMC3045905,7_Objectives,1,train
Protocol,32,PMC3045905,8a_Design_Type,1,train
Protocol,32,PMC3045905,8b_Design_Framework,1,train
Protocol,32,PMC3045905,8c_Design_Centers,0,train
Protocol,32,PMC3045905,8d_Design_Ratio,1,train
Protocol,32,PMC3045905,9_Setting,0,train
Protocol,32,PMC3045905,10a_Participants_inclusion,1,train
Protocol,32,PMC3045905,10b_Center_interventionist_inclusion,0,train
Protocol,32,PMC3045905,11a_Intervention_Description,1,train
Protocol,32,PMC3045905,11b_Intervention_Modification,1,train
Protocol,32,PMC3045905,11c_Intervention_Monitoring,0,train
Protocol,32,PMC3045905,11d_Intervention_Concomitant,0,train
Protocol,32,PMC3045905,12a_Outcomes_Definitions,1,train
Protocol,32,PMC3045905,12b_Outcomes_Changes,0,train
Protocol,32,PMC3045905,13_Participant_timeline,1,train
Protocol,32,PMC3045905,14a_Sample_size,1,train
Protocol,32,PMC3045905,14b_Sample_Calculation,1,train
Protocol,32,PMC3045905,15_Recruitment,0,train
Protocol,32,PMC3045905,16a_Randomization_Generation,1,train
Protocol,32,PMC3045905,16b_Randomization_Type,1,train
Protocol,32,PMC3045905,16c_Randomization_Block_size,1,train
Protocol,32,PMC3045905,16d_Randomization_Strata,0,train
Protocol,32,PMC3045905,16e_Allocation_Mechanism,1,train
Protocol,32,PMC3045905,16f_Allocation_Concealment,1,train
Protocol,32,PMC3045905,16g_Personnel_Sequence,1,train
Protocol,32,PMC3045905,16h_Personnel_Enrollment,1,train
Protocol,32,PMC3045905,17a_Masking_People_masked,1,train
Protocol,32,PMC3045905,17b_Masking_Not_masked,1,train
Protocol,32,PMC3045905,17c_Masking_Type,1,train
Protocol,32,PMC3045905,17d_Masking_Unblinding,1,train
Protocol,32,PMC3045905,17e_Masking_Similarity,1,train
Protocol,32,PMC3045905,18a_Data_Collection,0,train
Protocol,32,PMC3045905,18b_Data_Retention,0,train
Protocol,32,PMC3045905,19_Data_Management,1,train
Protocol,32,PMC3045905,20a_Statistical_methods_Outcomes,1,train
Protocol,32,PMC3045905,20b_Statistical_methods_Other_Analyses,0,train
Protocol,32,PMC3045905,20c_Statistical_methods_Analysis_population,1,train
Protocol,32,PMC3045905,20d_Statistical_methods_Missing_data,0,train
Protocol,32,PMC3045905,21a_Data_monitoring_committee,0,train
Protocol,32,PMC3045905,21b_Interim_analyses,1,train
Protocol,32,PMC3045905,21c_Stopping_guidelines,0,train
Protocol,32,PMC3045905,22_Harms_non-systematic,1,train
Protocol,32,PMC3045905,23_Auditing,0,train
Protocol,32,PMC3045905,24_Ethics,1,train
Protocol,32,PMC3045905,25_Amendments,0,train
Protocol,32,PMC3045905,26a_Consent_Obtaining,1,train
Protocol,32,PMC3045905,26b_Consent_Provisions,0,train
Protocol,32,PMC3045905,27_Confidentiality,0,train
Protocol,32,PMC3045905,28_Financial_interests,1,train
Protocol,32,PMC3045905,29_Data_access,0,train
Protocol,32,PMC3045905,30_Post_trial_care,0,train
Protocol,32,PMC3045905,31a_Dissemination,0,train
Protocol,32,PMC3045905,31b_Authorship,0,train
Protocol,32,PMC3045905,31c_Sharing_Materials,0,train
Protocol,32,PMC3045905,31d_Sharing_Data,0,train
Protocol,32,PMC3045905,31e_Sharing_Code,0,train
Protocol,32,PMC3045905,32_Informed_consent_materials,0,train
Protocol,32,PMC3045905,33_Biological_specimens,0,train
Protocol,32,PMC3045905,34_Flow,0,train
Protocol,32,PMC3045905,35a_Recruitment_dates,0,train
Protocol,32,PMC3045905,35b_Followup_dates,0,train
Protocol,32,PMC3045905,35c_Stopping,0,train
Protocol,32,PMC3045905,36_Baseline_data,0,train
Protocol,32,PMC3045905,37a_Analysis_Numbers,0,train
Protocol,32,PMC3045905,38a_Outcome_results,0,train
Protocol,32,PMC3045905,38b_Binary_results,0,train
Protocol,32,PMC3045905,39_Ancillary_results,0,train
Protocol,32,PMC3045905,40_Harms_results,0,train
Protocol,32,PMC3045905,41_Generalizability,0,train
Protocol,33,PMC3192674,1a_Title_Randomized,1,train
Protocol,33,PMC3192674,1b_Title_Type,0,train
Protocol,33,PMC3192674,1c_Title_Framework,0,train
Protocol,33,PMC3192674,1d_Title_Centers,0,train
Protocol,33,PMC3192674,1e_Title_Population,1,train
Protocol,33,PMC3192674,1f_Title_Intervention,1,train
Protocol,33,PMC3192674,1g_Title_Acronym,0,train
